hero_1,hero_2,hero_3,hero_4,hero_5
viper,omniknight,slark,legion_commander,phoenix
tinker,faceless_void,omniknight,slark,skywrath_mage
antimage,sniper,skeleton_king,treant,centaur
morphling,pudge,kunkka,tidehunter,legion_commander
earthshaker,morphling,templar_assassin,invoker,rubick
earthshaker,lion,death_prophet,phantom_assassin,spectre
drow_ranger,mirana,vengefulspirit,windrunner,lion
mirana,pudge,shadow_shaman,clinkz,ursa
life_stealer,invoker,disruptor,abaddon,earth_spirit
mirana,tiny,kunkka,venomancer,shredder
sand_king,lion,phantom_assassin,invoker,shredder
antimage,crystal_maiden,mirana,beastmaster,silencer
tinker,phantom_assassin,batrider,ursa,silencer
juggernaut,sven,phantom_assassin,spirit_breaker,slark
nevermore,tidehunter,riki,phantom_assassin,rubick
mirana,phantom_lancer,pudge,dazzle,slark
nevermore,clinkz,ursa,alchemist,silencer
drow_ranger,earthshaker,sven,queenofpain,legion_commander
juggernaut,windrunner,skeleton_king,furion,spectre
axe,pudge,zuus,life_stealer,legion_commander
pudge,windrunner,night_stalker,doom_bringer,bristleback
crystal_maiden,mirana,razor,life_stealer,legion_commander
morphling,zuus,venomancer,centaur,legion_commander
mirana,shadow_shaman,faceless_void,ursa,ogre_magi
drow_ranger,earthshaker,vengefulspirit,weaver,troll_warlord
lion,skeleton_king,phantom_assassin,spirit_breaker,shredder
vengefulspirit,zuus,medusa,magnataur,phoenix
zuus,lina,skeleton_king,phantom_assassin,dragon_knight
bloodseeker,windrunner,warlock,luna,huskar
puck,vengefulspirit,omniknight,enchantress,treant
bloodseeker,mirana,shadow_shaman,skeleton_king,obsidian_destroyer
antimage,crystal_maiden,tidehunter,death_prophet,invoker
nevermore,vengefulspirit,faceless_void,phantom_assassin,huskar
phantom_lancer,pudge,riki,enigma,sniper
lion,riki,sniper,viper,shredder
lion,sniper,omniknight,tusk,phoenix
mirana,pudge,phantom_assassin,slark,skywrath_mage
windrunner,kunkka,shadow_shaman,rattletrap,legion_commander
antimage,lina,luna,huskar,slark
antimage,crystal_maiden,lion,sniper,invoker
axe,kunkka,sniper,invoker,slark
riki,faceless_void,life_stealer,rubick,shredder
storm_spirit,huskar,ancient_apparition,invoker,ogre_magi
juggernaut,morphling,tinker,ursa,shadow_demon
omniknight,huskar,undying,slark,legion_commander
morphling,pudge,sand_king,zuus,earth_spirit
crystal_maiden,drow_ranger,juggernaut,sniper,terrorblade
nevermore,luna,wisp,shredder,elder_titan
earthshaker,phantom_assassin,night_stalker,shadow_demon,legion_commander
mirana,sniper,jakiro,elder_titan,legion_commander
sand_king,lion,slardar,witch_doctor,ursa
pudge,lion,rattletrap,legion_commander,oracle
lion,phantom_assassin,life_stealer,spirit_breaker,visage
mirana,pudge,bristleback,skywrath_mage,legion_commander
death_prophet,dark_seer,bounty_hunter,slark,shredder
drow_ranger,juggernaut,sniper,dragon_knight,bounty_hunter
juggernaut,mirana,storm_spirit,sven,invoker
venomancer,life_stealer,alchemist,lone_druid,legion_commander
axe,bloodseeker,zuus,luna,life_stealer
morphling,pudge,riki,leshrac,medusa
antimage,kunkka,lina,rubick,legion_commander
drow_ranger,mirana,dazzle,night_stalker,chen
pudge,huskar,bounty_hunter,oracle,arc_warden
sand_king,lina,necrolyte,alchemist,slark
axe,mirana,zuus,elder_titan,legion_commander
axe,pudge,omniknight,alchemist,legion_commander
lion,rattletrap,magnataur,shredder,legion_commander
storm_spirit,shadow_shaman,rattletrap,furion,dark_seer
nevermore,phantom_lancer,medusa,elder_titan,phoenix
kunkka,dazzle,obsidian_destroyer,abaddon,terrorblade
tidehunter,lich,spirit_breaker,gyrocopter,slark
warlock,chaos_knight,rubick,slark,bristleback
drow_ranger,windrunner,phantom_assassin,omniknight,medusa
drow_ranger,mirana,shadow_shaman,necrolyte,alchemist
juggernaut,sven,furion,alchemist,legion_commander
slardar,necrolyte,leshrac,spirit_breaker,shredder
tidehunter,spirit_breaker,obsidian_destroyer,ogre_magi,troll_warlord
riki,sniper,faceless_void,spectre,slark
razor,slardar,dragon_knight,huskar,slark
riki,ogre_magi,keeper_of_the_light,magnataur,legion_commander
bloodseeker,clinkz,rubick,medusa,troll_warlord
antimage,sand_king,windrunner,faceless_void,omniknight
mirana,pudge,tiny,witch_doctor,slark
drow_ranger,sniper,necrolyte,invoker,undying
morphling,pudge,tiny,keeper_of_the_light,abaddon
bloodseeker,mirana,sniper,skeleton_king,shredder
sven,zuus,kunkka,gyrocopter,legion_commander
juggernaut,phantom_lancer,warlock,queenofpain,brewmaster
axe,bloodseeker,phantom_lancer,pudge,tusk
juggernaut,pudge,invoker,ogre_magi,shredder
crystal_maiden,ursa,obsidian_destroyer,ogre_magi,shredder
mirana,phantom_assassin,spirit_breaker,ogre_magi,shredder
sven,necrolyte,obsidian_destroyer,magnataur,earth_spirit
queenofpain,death_prophet,phantom_assassin,furion,skywrath_mage
windrunner,zuus,death_prophet,spectre,legion_commander
mirana,pudge,sven,sniper,medusa
axe,witch_doctor,batrider,spectre,invoker
sven,vengefulspirit,viper,weaver,disruptor
slardar,skeleton_king,phantom_assassin,templar_assassin,disruptor
juggernaut,mirana,pudge,vengefulspirit,faceless_void
lina,lion,skeleton_king,huskar,shredder
axe,morphling,nevermore,skywrath_mage,legion_commander
axe,earthshaker,dragon_knight,ogre_magi,legion_commander
axe,witch_doctor,riki,huskar,arc_warden
juggernaut,sand_king,tiny,tinker,spirit_breaker
tiny,zuus,sniper,ogre_magi,slark
bloodseeker,shadow_shaman,slardar,faceless_void,phantom_assassin
storm_spirit,tiny,enigma,ogre_magi,slark
pudge,pugna,rattletrap,spectre,legion_commander
crystal_maiden,invoker,shredder,legion_commander,oracle
bloodseeker,sven,lina,slardar,ogre_magi
nevermore,kunkka,enigma,sniper,necrolyte
lina,phantom_assassin,doom_bringer,slark,legion_commander
bloodseeker,drow_ranger,omniknight,huskar,weaver
windrunner,luna,leshrac,shadow_demon,slark
drow_ranger,enigma,queenofpain,jakiro,ursa
puck,sand_king,dragon_knight,omniknight,ursa
axe,drow_ranger,mirana,necrolyte,bounty_hunter
mirana,witch_doctor,venomancer,faceless_void,chaos_knight
drow_ranger,faceless_void,death_prophet,ancient_apparition,slark
sven,omniknight,batrider,naga_siren,shredder
drow_ranger,windrunner,lion,faceless_void,invoker
antimage,juggernaut,lich,rattletrap,tusk
drow_ranger,juggernaut,lion,sniper,troll_warlord
juggernaut,riki,tinker,ursa,bristleback
crystal_maiden,drow_ranger,luna,weaver,legion_commander
antimage,lina,phantom_assassin,alchemist,techies
vengefulspirit,tinker,necrolyte,phantom_assassin,shredder
witch_doctor,gyrocopter,nyx_assassin,terrorblade,phoenix
antimage,mirana,tiny,faceless_void,bounty_hunter
nevermore,pudge,shadow_shaman,necrolyte,ancient_apparition
crystal_maiden,sniper,clinkz,ogre_magi,abaddon
drow_ranger,pudge,omniknight,medusa,shredder
axe,venomancer,phantom_assassin,invoker,wisp
tinker,queenofpain,luna,furion,weaver
crystal_maiden,windrunner,jakiro,alchemist,naga_siren
bloodseeker,morphling,sniper,spectre,rubick
axe,bloodseeker,enchantress,legion_commander,winter_wyvern
drow_ranger,tidehunter,enigma,huskar,night_stalker
antimage,drow_ranger,mirana,luna,legion_commander
kunkka,beastmaster,life_stealer,omniknight,magnataur
mirana,morphling,sand_king,slark,skywrath_mage
mirana,pudge,tinker,spectre,legion_commander
clinkz,omniknight,bristleback,legion_commander,ember_spirit
windrunner,faceless_void,clinkz,legion_commander,terrorblade
skeleton_king,templar_assassin,dazzle,nyx_assassin,legion_commander
dazzle,silencer,troll_warlord,legion_commander,ember_spirit
phantom_assassin,luna,clinkz,invoker,shredder
juggernaut,nevermore,doom_bringer,nyx_assassin,legion_commander
axe,sand_king,necrolyte,jakiro,alchemist
pudge,jakiro,spectre,troll_warlord,techies
axe,pudge,sniper,keeper_of_the_light,arc_warden
storm_spirit,pugna,spectre,lone_druid,shredder
windrunner,lion,alchemist,shadow_demon,bristleback
slardar,warlock,phantom_assassin,furion,invoker
mirana,slardar,faceless_void,slark,legion_commander
earthshaker,nevermore,pudge,sven,clinkz
sand_king,necrolyte,centaur,bristleback,ember_spirit
drow_ranger,storm_spirit,sven,riki,sniper
mirana,morphling,pudge,kunkka,alchemist
necrolyte,beastmaster,spectre,invoker,legion_commander
phantom_lancer,rubick,nyx_assassin,centaur,shredder
mirana,lion,skeleton_king,phantom_assassin,invoker
razor,riki,silencer,legion_commander,oracle
mirana,morphling,slardar,enchantress,legion_commander
axe,drow_ranger,mirana,pudge,naga_siren
drow_ranger,mirana,shadow_demon,shredder,tusk
mirana,lich,faceless_void,luna,alchemist
axe,morphling,riki,tinker,weaver
juggernaut,sand_king,windrunner,venomancer,invoker
pudge,faceless_void,invoker,disruptor,medusa
lion,invoker,meepo,shredder,legion_commander
lion,dark_seer,clinkz,invoker,ember_spirit
sven,riki,bounty_hunter,treant,terrorblade
antimage,bloodseeker,riki,faceless_void,legion_commander
axe,sven,lion,venomancer,jakiro
drow_ranger,mirana,pudge,tidehunter,keeper_of_the_light
mirana,pudge,faceless_void,shredder,elder_titan
juggernaut,mirana,sand_king,windrunner,warlock
tiny,phantom_assassin,viper,huskar,spirit_breaker
drow_ranger,juggernaut,lina,weaver,alchemist
axe,drow_ranger,juggernaut,zuus,lion
juggernaut,storm_spirit,rattletrap,undying,slark
juggernaut,mirana,alchemist,shadow_demon,slark
crystal_maiden,morphling,skeleton_king,ancient_apparition,bristleback
crystal_maiden,razor,rattletrap,clinkz,huskar
mirana,lion,riki,medusa,ember_spirit
drow_ranger,pudge,necrolyte,invoker,abaddon
lina,bounty_hunter,ursa,nyx_assassin,troll_warlord
juggernaut,necrolyte,skeleton_king,slark,shredder
faceless_void,dragon_knight,spectre,spirit_breaker,nyx_assassin
bloodseeker,morphling,nevermore,huskar,skywrath_mage
axe,juggernaut,chaos_knight,ogre_magi,winter_wyvern
drow_ranger,windrunner,riki,viper,skywrath_mage
bloodseeker,slardar,sniper,disruptor,slark
drow_ranger,windrunner,omniknight,ancient_apparition,shredder
mirana,sand_king,phantom_assassin,huskar,ancient_apparition
juggernaut,razor,tidehunter,clinkz,legion_commander
storm_spirit,zuus,phantom_assassin,spectre,magnataur
pudge,sand_king,phantom_assassin,life_stealer,legion_commander
riki,rattletrap,clinkz,omniknight,chaos_knight
drow_ranger,shadow_shaman,riki,viper,techies
witch_doctor,phantom_assassin,viper,alchemist,legion_commander
lion,riki,queenofpain,slark,techies
earthshaker,slardar,riki,centaur,legion_commander
lich,venomancer,faceless_void,death_prophet,leshrac
storm_spirit,kunkka,skeleton_king,clinkz,keeper_of_the_light
storm_spirit,phantom_assassin,dragon_knight,invoker,lycan
antimage,bloodseeker,slardar,queenofpain,pugna
drow_ranger,faceless_void,phantom_assassin,templar_assassin,legion_commander
axe,luna,ursa,undying,medusa
mirana,shadow_shaman,nyx_assassin,slark,terrorblade
pudge,luna,invoker,shadow_demon,elder_titan
zuus,templar_assassin,enchantress,troll_warlord,abaddon
axe,riki,sniper,faceless_void,ogre_magi
bloodseeker,queenofpain,luna,ursa,undying
enigma,necrolyte,viper,luna,spectre
axe,crystal_maiden,drow_ranger,obsidian_destroyer,medusa
juggernaut,slardar,templar_assassin,weaver,silencer
riki,queenofpain,dazzle,alchemist,slark
nevermore,pudge,windrunner,dragon_knight,slark
phantom_lancer,pudge,vengefulspirit,zuus,spectre
pudge,shadow_shaman,skeleton_king,dragon_knight,slark
axe,vengefulspirit,riki,faceless_void,furion
drow_ranger,mirana,sven,lich,riki
juggernaut,tidehunter,lich,beastmaster,alchemist
nevermore,phantom_assassin,clinkz,rubick,winter_wyvern
bloodseeker,juggernaut,lion,warlock,centaur
tiny,tidehunter,pugna,weaver,legion_commander
sniper,faceless_void,jakiro,invoker,phoenix
earthshaker,pudge,zuus,enigma,terrorblade
juggernaut,tiny,lina,enigma,clinkz
drow_ranger,mirana,windrunner,zuus,legion_commander
death_prophet,life_stealer,weaver,alchemist,tusk
shadow_shaman,slardar,sniper,phantom_assassin,spectre
bane,earthshaker,mirana,phantom_assassin,ember_spirit
axe,huskar,lycan,ogre_magi,shredder
antimage,pudge,tiny,weaver,gyrocopter
pudge,kunkka,skeleton_king,death_prophet,bounty_hunter
witch_doctor,faceless_void,night_stalker,spectre,invoker
axe,mirana,sven,faceless_void,batrider
axe,rattletrap,alchemist,undying,winter_wyvern
mirana,tidehunter,enigma,necrolyte,alchemist
drow_ranger,lion,life_stealer,slark,magnataur
juggernaut,riki,bounty_hunter,bristleback,legion_commander
axe,crystal_maiden,phantom_lancer,phantom_assassin,slark
drow_ranger,phantom_lancer,omniknight,centaur,techies
antimage,windrunner,lion,necrolyte,faceless_void
sniper,life_stealer,enchantress,ursa,alchemist
antimage,earthshaker,sand_king,lion,phantom_assassin
drow_ranger,slardar,witch_doctor,riki,phantom_assassin
mirana,sand_king,riki,faceless_void,shredder
axe,windrunner,skeleton_king,templar_assassin,shredder
drow_ranger,morphling,windrunner,sniper,venomancer
earthshaker,nevermore,riki,necrolyte,ancient_apparition
bloodseeker,riki,sniper,disruptor,naga_siren
kunkka,phantom_assassin,life_stealer,chaos_knight,ogre_magi
mirana,windrunner,skeleton_king,rubick,legion_commander
drow_ranger,puck,riki,lycan,legion_commander
juggernaut,sand_king,jakiro,silencer,slark
juggernaut,nevermore,riki,dragon_knight,keeper_of_the_light
mirana,shadow_shaman,phantom_assassin,bristleback,legion_commander
pudge,tinker,phantom_assassin,nyx_assassin,centaur
axe,crystal_maiden,spectre,alchemist,legion_commander
mirana,dragon_knight,silencer,rubick,shredder
axe,crystal_maiden,sniper,rattletrap,spectre
earthshaker,nevermore,necrolyte,venomancer,legion_commander
juggernaut,venomancer,rattletrap,spectre,silencer
drow_ranger,viper,shadow_demon,ogre_magi,medusa
juggernaut,warlock,batrider,nyx_assassin,medusa
pudge,windrunner,shadow_shaman,ursa,slark
dazzle,obsidian_destroyer,nyx_assassin,slark,legion_commander
axe,mirana,tiny,slardar,invoker
juggernaut,phantom_lancer,necrolyte,shredder,legion_commander
mirana,omniknight,bounty_hunter,ursa,rubick
zuus,riki,slark,medusa,elder_titan
crystal_maiden,morphling,sven,queenofpain,lone_druid
mirana,zuus,kunkka,phantom_assassin,huskar
sand_king,slardar,pugna,elder_titan,legion_commander
bloodseeker,slardar,riki,ancient_apparition,alchemist
juggernaut,vengefulspirit,sniper,rattletrap,troll_warlord
antimage,phantom_assassin,clinkz,lycan,abaddon
mirana,morphling,phantom_lancer,sand_king,legion_commander
mirana,lich,riki,rattletrap,slark
mirana,necrolyte,rattletrap,slark,phoenix
axe,sven,windrunner,luna,undying
slardar,pugna,bounty_hunter,obsidian_destroyer,slark
bloodseeker,pudge,lycan,slark,abaddon
drow_ranger,slardar,brewmaster,elder_titan,techies
mirana,tinker,huskar,slark,shredder
axe,crystal_maiden,juggernaut,death_prophet,shredder
kunkka,faceless_void,viper,keeper_of_the_light,troll_warlord
mirana,morphling,storm_spirit,doom_bringer,shadow_demon
beastmaster,gyrocopter,obsidian_destroyer,chaos_knight,shredder
bloodseeker,mirana,phantom_assassin,night_stalker,invoker
bloodseeker,windrunner,pugna,alchemist,slark
bloodseeker,storm_spirit,sven,invoker,magnataur
juggernaut,razor,sven,riki,legion_commander
zuus,phantom_assassin,templar_assassin,clinkz,spectre
phantom_lancer,kunkka,skeleton_king,dazzle,winter_wyvern
crystal_maiden,sniper,dragon_knight,bristleback,phoenix
necrolyte,skeleton_king,pugna,alchemist,bristleback
mirana,necrolyte,batrider,ursa,slark
drow_ranger,necrolyte,huskar,bounty_hunter,rubick
tidehunter,weaver,ursa,tusk,skywrath_mage
sand_king,lina,shadow_shaman,tinker,chaos_knight
earthshaker,riki,weaver,rubick,slark
nevermore,pudge,sven,spirit_breaker,legion_commander
antimage,bane,sven,queenofpain,legion_commander
vengefulspirit,shadow_shaman,slark,ember_spirit,earth_spirit
earthshaker,pudge,storm_spirit,riki,legion_commander
storm_spirit,riki,faceless_void,spectre,ancient_apparition
mirana,morphling,weaver,abaddon,legion_commander
nevermore,lion,bounty_hunter,ursa,centaur
phantom_lancer,rubick,slark,shredder,legion_commander
axe,drow_ranger,storm_spirit,faceless_void,ancient_apparition
faceless_void,dazzle,medusa,skywrath_mage,phoenix
lich,skeleton_king,phantom_assassin,bounty_hunter,tusk
juggernaut,mirana,morphling,skeleton_king,night_stalker
lina,phantom_assassin,viper,omniknight,spirit_breaker
tiny,necrolyte,beastmaster,venomancer,weaver
earthshaker,nevermore,sven,alchemist,invoker
drow_ranger,witch_doctor,beastmaster,faceless_void,invoker
phantom_lancer,sven,phantom_assassin,bounty_hunter,centaur
drow_ranger,zuus,phantom_assassin,bounty_hunter,disruptor
slardar,venomancer,phantom_assassin,invoker,chaos_knight
sand_king,lion,omniknight,alchemist,slark
faceless_void,clinkz,weaver,ursa,ember_spirit
mirana,pudge,zuus,sniper,jakiro
mirana,pudge,dazzle,ogre_magi,slark
sven,sniper,phantom_assassin,silencer,obsidian_destroyer
razor,leshrac,dark_seer,chen,visage
sand_king,shadow_shaman,pugna,spectre,ancient_apparition
kunkka,enigma,pugna,shredder,terrorblade
pudge,sven,faceless_void,invoker,treant
lion,tinker,phantom_assassin,weaver,legion_commander
crystal_maiden,drow_ranger,tiny,weaver,rubick
pudge,riki,beastmaster,faceless_void,phantom_assassin
juggernaut,vengefulspirit,lich,sniper,invoker
juggernaut,mirana,tinker,leshrac,terrorblade
slardar,riki,phantom_assassin,lone_druid,rubick
bloodseeker,juggernaut,pudge,vengefulspirit,skeleton_king
juggernaut,zuus,beastmaster,naga_siren,techies
mirana,storm_spirit,enigma,meepo,slark
puck,slardar,necrolyte,templar_assassin,spectre
drow_ranger,mirana,vengefulspirit,life_stealer,shredder
phantom_lancer,zuus,bounty_hunter,skywrath_mage,legion_commander
slardar,riki,life_stealer,naga_siren,shredder
antimage,lina,spirit_breaker,shadow_demon,magnataur
dazzle,furion,spectre,nyx_assassin,medusa
necrolyte,lycan,slark,medusa,magnataur
axe,lina,phantom_assassin,bristleback,legion_commander
crystal_maiden,juggernaut,zuus,night_stalker,bristleback
storm_spirit,spirit_breaker,ogre_magi,slark,centaur
sven,riki,skeleton_king,luna,bristleback
razor,sand_king,death_prophet,night_stalker,wisp
juggernaut,mirana,slardar,life_stealer,disruptor
antimage,omniknight,alchemist,ogre_magi,elder_titan
zuus,faceless_void,spectre,alchemist,phoenix
sand_king,kunkka,riki,bounty_hunter,spectre
windrunner,sniper,skeleton_king,huskar,terrorblade
witch_doctor,necrolyte,clinkz,tusk,legion_commander
crystal_maiden,earthshaker,furion,clinkz,chaos_knight
sven,beastmaster,ogre_magi,legion_commander,arc_warden
zuus,tinker,weaver,nyx_assassin,slark
lich,viper,alchemist,naga_siren,slark
mirana,lina,necrolyte,phantom_assassin,magnataur
storm_spirit,tinker,phantom_assassin,pugna,legion_commander
pudge,phantom_assassin,silencer,slark,medusa
sven,riki,weaver,medusa,legion_commander
kunkka,slardar,phantom_assassin,omniknight,bounty_hunter
crystal_maiden,spectre,doom_bringer,ursa,spirit_breaker
pudge,sand_king,medusa,troll_warlord,bristleback
juggernaut,slardar,sniper,faceless_void,phantom_assassin
pudge,sven,slardar,riki,dazzle
witch_doctor,skeleton_king,invoker,shadow_demon,shredder
bloodseeker,pudge,faceless_void,silencer,undying
necrolyte,ursa,spirit_breaker,alchemist,shredder
phantom_lancer,bounty_hunter,ursa,alchemist,nyx_assassin
drow_ranger,lina,venomancer,dazzle,huskar
juggernaut,pudge,necrolyte,phantom_assassin,disruptor
razor,shadow_shaman,phantom_assassin,huskar,jakiro
pudge,kunkka,tinker,sniper,phantom_assassin
antimage,pudge,tinker,omniknight,silencer
juggernaut,puck,sven,zuus,shadow_shaman
antimage,mirana,furion,night_stalker,ogre_magi
bloodseeker,riki,ursa,meepo,medusa
sniper,skeleton_king,shredder,tusk,ember_spirit
axe,crystal_maiden,slardar,alchemist,medusa
axe,bloodseeker,phantom_assassin,clinkz,invoker
axe,crystal_maiden,nevermore,tiny,lycan
antimage,axe,shadow_shaman,omniknight,slark
axe,sven,huskar,invoker,rubick
antimage,bloodseeker,storm_spirit,necrolyte,viper
crystal_maiden,earthshaker,sven,clinkz,ursa
sven,tidehunter,faceless_void,bounty_hunter,visage
lina,slardar,witch_doctor,weaver,alchemist
axe,mirana,necrolyte,bounty_hunter,slark
pudge,phantom_assassin,huskar,bounty_hunter,nyx_assassin
axe,slardar,weaver,spirit_breaker,invoker
zuus,necrolyte,skeleton_king,alchemist,ogre_magi
pudge,faceless_void,ursa,undying,shredder
mirana,sand_king,life_stealer,night_stalker,magnataur
drow_ranger,earthshaker,slardar,enigma,templar_assassin
tidehunter,huskar,alchemist,obsidian_destroyer,bristleback
axe,templar_assassin,omniknight,slark,legion_commander
pudge,sniper,necrolyte,omniknight,bounty_hunter
mirana,faceless_void,treant,troll_warlord,arc_warden
lich,tinker,luna,slark,legion_commander
mirana,skeleton_king,slark,medusa,legion_commander
juggernaut,storm_spirit,venomancer,naga_siren,legion_commander
mirana,pudge,zuus,ursa,meepo
drow_ranger,earthshaker,mirana,windrunner,bristleback
axe,drow_ranger,sand_king,keeper_of_the_light,legion_commander
razor,zuus,queenofpain,luna,rattletrap
juggernaut,phantom_lancer,tinker,disruptor,medusa
kunkka,faceless_void,phantom_assassin,bounty_hunter,ember_spirit
bloodseeker,drow_ranger,pudge,kunkka,bounty_hunter
drow_ranger,tiny,sniper,weaver,medusa
juggernaut,sniper,faceless_void,clinkz,legion_commander
phantom_assassin,omniknight,ursa,legion_commander,ember_spirit
antimage,earthshaker,phantom_lancer,sven,spirit_breaker
axe,pudge,bounty_hunter,invoker,keeper_of_the_light
tiny,ursa,spirit_breaker,slark,skywrath_mage
drow_ranger,luna,dazzle,slark,centaur
life_stealer,spirit_breaker,meepo,slark,abaddon
windrunner,tinker,warlock,phantom_assassin,leshrac
puck,sniper,skeleton_king,disruptor,arc_warden
antimage,phantom_lancer,lion,venomancer,weaver
dazzle,spectre,ursa,centaur,bristleback
bloodseeker,lina,sniper,necrolyte,warlock
queenofpain,night_stalker,bounty_hunter,lone_druid,chaos_knight
tiny,phantom_assassin,dazzle,obsidian_destroyer,arc_warden
crystal_maiden,tinker,spectre,slark,shredder
juggernaut,windrunner,life_stealer,chen,chaos_knight
pudge,tiny,vengefulspirit,zuus,spectre
drow_ranger,nevermore,pudge,luna,furion
antimage,pudge,zuus,riki,nyx_assassin
crystal_maiden,mirana,pudge,windrunner,spectre
drow_ranger,zuus,meepo,slark,arc_warden
bloodseeker,sand_king,faceless_void,weaver,invoker
axe,crystal_maiden,life_stealer,huskar,spirit_breaker
mirana,sven,faceless_void,viper,shredder
juggernaut,mirana,riki,invoker,ember_spirit
crystal_maiden,drow_ranger,phantom_assassin,dazzle,huskar
drow_ranger,weaver,troll_warlord,bristleback,techies
sand_king,sven,tinker,phantom_assassin,spirit_breaker
juggernaut,witch_doctor,queenofpain,shredder,elder_titan
riki,phantom_assassin,luna,slark,troll_warlord
pudge,dazzle,disruptor,bristleback,legion_commander
necrolyte,doom_bringer,spirit_breaker,invoker,centaur
razor,zuus,huskar,chen,bristleback
skeleton_king,phantom_assassin,furion,invoker,centaur
drow_ranger,queenofpain,phantom_assassin,omniknight,huskar
ursa,invoker,silencer,slark,skywrath_mage
juggernaut,mirana,tinker,doom_bringer,disruptor
lina,tidehunter,faceless_void,dazzle,life_stealer
drow_ranger,mirana,vengefulspirit,windrunner,faceless_void
juggernaut,zuus,riki,huskar,ursa
axe,sand_king,shadow_shaman,phantom_assassin,techies
drow_ranger,mirana,dazzle,life_stealer,huskar
axe,juggernaut,rubick,wisp,abaddon
earthshaker,phantom_lancer,lina,huskar,bristleback
juggernaut,necrolyte,venomancer,dazzle,slark
drow_ranger,windrunner,omniknight,shredder,ember_spirit
mirana,phantom_assassin,invoker,slark,legion_commander
drow_ranger,nevermore,sven,sniper,clinkz
juggernaut,phantom_lancer,slardar,life_stealer,spirit_breaker
storm_spirit,sven,slardar,shadow_demon,legion_commander
juggernaut,razor,invoker,abaddon,techies
pudge,sven,kunkka,skeleton_king,invoker
antimage,earthshaker,puck,skeleton_king,troll_warlord
skeleton_king,phantom_assassin,weaver,spectre,doom_bringer
antimage,windrunner,lion,riki,huskar
lina,furion,clinkz,troll_warlord,skywrath_mage
lion,life_stealer,invoker,legion_commander,oracle
phantom_lancer,zuus,lion,huskar,shadow_demon
earthshaker,life_stealer,bounty_hunter,invoker,ember_spirit
rattletrap,batrider,slark,skywrath_mage,phoenix
drow_ranger,earthshaker,phantom_lancer,huskar,legion_commander
drow_ranger,pudge,storm_spirit,alchemist,ember_spirit
tiny,invoker,nyx_assassin,keeper_of_the_light,medusa
axe,earthshaker,kunkka,phantom_assassin,skywrath_mage
pudge,kunkka,skeleton_king,omniknight,spectre
mirana,batrider,spirit_breaker,keeper_of_the_light,medusa
drow_ranger,sven,vengefulspirit,tinker,keeper_of_the_light
nevermore,witch_doctor,sniper,luna,rubick
crystal_maiden,pudge,riki,life_stealer,silencer
axe,drow_ranger,sniper,weaver,meepo
mirana,furion,omniknight,spectre,ancient_apparition
pudge,shadow_shaman,skeleton_king,luna,alchemist
sven,lich,obsidian_destroyer,skywrath_mage,legion_commander
antimage,enigma,viper,bristleback,legion_commander
drow_ranger,juggernaut,phantom_lancer,invoker,medusa
antimage,axe,tinker,necrolyte,ogre_magi
slardar,necrolyte,phantom_assassin,life_stealer,invoker
storm_spirit,skeleton_king,silencer,medusa,shredder
juggernaut,tidehunter,queenofpain,chaos_knight,disruptor
zuus,lion,slardar,magnataur,legion_commander
juggernaut,pudge,sven,necrolyte,slark
axe,earthshaker,bounty_hunter,invoker,centaur
faceless_void,spirit_breaker,silencer,slark,ember_spirit
storm_spirit,queenofpain,life_stealer,bounty_hunter,medusa
mirana,windrunner,lion,ember_spirit,terrorblade
juggernaut,vengefulspirit,luna,obsidian_destroyer,ogre_magi
bane,morphling,faceless_void,invoker,nyx_assassin
drow_ranger,kunkka,riki,life_stealer,lycan
pudge,phantom_assassin,life_stealer,skywrath_mage,techies
windrunner,lion,bounty_hunter,alchemist,bristleback
puck,riki,sniper,phantom_assassin,troll_warlord
morphling,zuus,queenofpain,furion,invoker
tidehunter,witch_doctor,viper,life_stealer,shredder
tinker,luna,spirit_breaker,keeper_of_the_light,centaur
slardar,riki,necrolyte,magnataur,ember_spirit
sand_king,slardar,skeleton_king,alchemist,slark
drow_ranger,dragon_knight,clinkz,huskar,meepo
mirana,nevermore,enigma,slark,legion_commander
axe,witch_doctor,sniper,ancient_apparition,keeper_of_the_light
antimage,slardar,riki,skeleton_king,huskar
leshrac,huskar,weaver,rubick,legion_commander
windrunner,riki,life_stealer,nyx_assassin,winter_wyvern
axe,juggernaut,lich,riki,invoker
drow_ranger,mirana,templar_assassin,clinkz,ogre_magi
razor,tidehunter,riki,dazzle,tusk
lion,skeleton_king,lone_druid,shredder,terrorblade
mirana,pudge,life_stealer,ancient_apparition,centaur
phantom_lancer,slardar,enigma,sniper,alchemist
bloodseeker,lion,invoker,legion_commander,phoenix
morphling,slardar,templar_assassin,keeper_of_the_light,legion_commander
phantom_lancer,riki,phantom_assassin,disruptor,slark
mirana,pudge,lion,faceless_void,legion_commander
nevermore,skeleton_king,silencer,undying,slark
earthshaker,nevermore,nyx_assassin,medusa,legion_commander
phantom_assassin,ancient_apparition,alchemist,skywrath_mage,elder_titan
axe,earthshaker,storm_spirit,slark,earth_spirit
antimage,puck,pudge,kunkka,elder_titan
axe,mirana,venomancer,slark,shredder
axe,drow_ranger,skeleton_king,phantom_assassin,rubick
bloodseeker,mirana,pudge,phantom_assassin,dark_seer
crystal_maiden,pudge,tinker,alchemist,tusk
