hero_1,hero_2,hero_3,hero_4,hero_5
axe,crystal_maiden,windrunner,leshrac,jakiro
tiny,lina,slardar,spectre,winter_wyvern
necrolyte,phantom_assassin,life_stealer,clinkz,ursa
bloodseeker,drow_ranger,life_stealer,rubick,ember_spirit
life_stealer,ursa,silencer,abaddon,ember_spirit
tiny,tinker,viper,clinkz,troll_warlord
witch_doctor,life_stealer,clinkz,invoker,shredder
riki,phantom_assassin,luna,ogre_magi,techies
antimage,lion,omniknight,invoker,slark
bloodseeker,nevermore,tiny,sniper,naga_siren
pudge,death_prophet,phantom_assassin,ursa,techies
crystal_maiden,pudge,lich,rattletrap,legion_commander
pudge,lich,phantom_assassin,invoker,meepo
bloodseeker,drow_ranger,kunkka,riki,death_prophet
pudge,kunkka,riki,life_stealer,ogre_magi
life_stealer,ursa,silencer,magnataur,bristleback
storm_spirit,spectre,undying,keeper_of_the_light,oracle
storm_spirit,lina,rattletrap,invoker,slark
bloodseeker,zuus,invoker,slark,legion_commander
juggernaut,nevermore,weaver,chen,slark
crystal_maiden,juggernaut,lion,lich,invoker
windrunner,dragon_knight,huskar,ursa,ogre_magi
juggernaut,huskar,obsidian_destroyer,nyx_assassin,legion_commander
juggernaut,enigma,slark,techies,ember_spirit
earthshaker,tiny,lich,enigma,phantom_assassin
phantom_lancer,sniper,dark_seer,weaver,undying
slardar,omniknight,huskar,alchemist,winter_wyvern
juggernaut,morphling,pudge,phantom_assassin,slark
razor,kunkka,lion,skeleton_king,omniknight
lina,phantom_assassin,weaver,doom_bringer,nyx_assassin
antimage,axe,doom_bringer,medusa,shredder
drow_ranger,juggernaut,storm_spirit,legion_commander,earth_spirit
razor,sven,riki,faceless_void,spectre
earthshaker,zuus,dazzle,weaver,shredder
bloodseeker,nevermore,windrunner,night_stalker,techies
crystal_maiden,sand_king,riki,spectre,obsidian_destroyer
antimage,lich,phantom_assassin,clinkz,night_stalker
drow_ranger,mirana,lion,queenofpain,invoker
sven,zuus,necrolyte,huskar,abaddon
shadow_shaman,witch_doctor,ursa,slark,shredder
axe,juggernaut,invoker,meepo,bristleback
mirana,sniper,phantom_assassin,abaddon,legion_commander
windrunner,kunkka,weaver,nyx_assassin,legion_commander
antimage,mirana,viper,furion,tusk
lion,slark,medusa,magnataur,legion_commander
axe,sven,tiny,tinker,necrolyte
axe,drow_ranger,windrunner,riki,sniper
drow_ranger,morphling,pudge,weaver,doom_bringer
axe,spirit_breaker,silencer,shredder,ember_spirit
morphling,nevermore,pudge,phantom_assassin,batrider
nevermore,kunkka,beastmaster,phantom_assassin,life_stealer
windrunner,riki,furion,invoker,shredder
windrunner,lina,luna,night_stalker,invoker
sven,lich,templar_assassin,medusa,oracle
mirana,life_stealer,broodmother,bounty_hunter,keeper_of_the_light
phantom_lancer,ancient_apparition,alchemist,troll_warlord,legion_commander
bloodseeker,riki,batrider,alchemist,terrorblade
morphling,pudge,slardar,skeleton_king,invoker
nevermore,sven,omniknight,invoker,skywrath_mage
axe,death_prophet,bounty_hunter,legion_commander,ember_spirit
tinker,warlock,spirit_breaker,shadow_demon,centaur
windrunner,enigma,furion,omniknight,invoker
nevermore,phantom_lancer,faceless_void,bounty_hunter,shredder
juggernaut,witch_doctor,riki,weaver,lycan
mirana,enigma,beastmaster,phantom_assassin,obsidian_destroyer
antimage,storm_spirit,windrunner,bounty_hunter,shredder
drow_ranger,mirana,vengefulspirit,sniper,shredder
drow_ranger,sand_king,kunkka,furion,bounty_hunter
sand_king,sniper,skeleton_king,phantom_assassin,terrorblade
juggernaut,storm_spirit,sniper,queenofpain,omniknight
crystal_maiden,queenofpain,bounty_hunter,slark,shredder
nevermore,skeleton_king,clinkz,omniknight,slark
crystal_maiden,drow_ranger,viper,rattletrap,nyx_assassin
drow_ranger,sniper,venomancer,furion,jakiro
morphling,windrunner,huskar,alchemist,treant
drow_ranger,nevermore,vengefulspirit,lina,slardar
nevermore,storm_spirit,templar_assassin,skywrath_mage,arc_warden
mirana,pudge,phantom_assassin,batrider,legion_commander
lina,phantom_assassin,night_stalker,spirit_breaker,slark
drow_ranger,faceless_void,life_stealer,weaver,slark
mirana,queenofpain,faceless_void,terrorblade,phoenix
earthshaker,pudge,sand_king,windrunner,lion
juggernaut,vengefulspirit,lina,lycan,earth_spirit
vengefulspirit,tinker,sniper,dark_seer,abaddon
puck,faceless_void,silencer,rubick,naga_siren
crystal_maiden,lion,tinker,chaos_knight,ember_spirit
axe,kunkka,slardar,spirit_breaker,slark
bloodseeker,juggernaut,bounty_hunter,magnataur,ember_spirit
bloodseeker,juggernaut,jakiro,troll_warlord,tusk
morphling,riki,keeper_of_the_light,elder_titan,legion_commander
mirana,windrunner,tinker,phantom_assassin,omniknight
crystal_maiden,phantom_lancer,pudge,riki,shredder
antimage,pudge,lion,silencer,magnataur
drow_ranger,earthshaker,storm_spirit,bounty_hunter,shredder
axe,windrunner,kunkka,spirit_breaker,centaur
crystal_maiden,pudge,vengefulspirit,riki,techies
mirana,lion,life_stealer,alchemist,skywrath_mage
crystal_maiden,nevermore,necrolyte,phantom_assassin,spirit_breaker
pudge,windrunner,phantom_assassin,invoker,legion_commander
bloodseeker,mirana,invoker,centaur,techies
drow_ranger,vengefulspirit,lion,faceless_void,magnataur
mirana,phantom_assassin,rubick,naga_siren,legion_commander
axe,earthshaker,morphling,puck,lion
drow_ranger,juggernaut,pudge,sven,phantom_assassin
sand_king,lion,viper,huskar,keeper_of_the_light
drow_ranger,lina,chen,invoker,legion_commander
crystal_maiden,mirana,riki,enigma,phantom_assassin
bloodseeker,pudge,sniper,viper,abaddon
sven,witch_doctor,sniper,phantom_assassin,pugna
phantom_lancer,enigma,death_prophet,life_stealer,legion_commander
lina,doom_bringer,undying,rubick,slark
storm_spirit,dark_seer,omniknight,slark,bristleback
drow_ranger,mirana,leshrac,treant,shredder
bloodseeker,kunkka,life_stealer,silencer,bristleback
drow_ranger,death_prophet,invoker,troll_warlord,legion_commander
pudge,storm_spirit,phantom_assassin,invoker,slark
nevermore,riki,ancient_apparition,spirit_breaker,slark
windrunner,skeleton_king,silencer,slark,oracle
earthshaker,vengefulspirit,slardar,skeleton_king,slark
axe,sven,riki,necrolyte,legion_commander
antimage,drow_ranger,silencer,keeper_of_the_light,bristleback
sven,riki,furion,bounty_hunter,shadow_demon
bloodseeker,juggernaut,life_stealer,ancient_apparition,ogre_magi
bloodseeker,juggernaut,windrunner,beastmaster,dazzle
pudge,lina,lich,warlock,legion_commander
juggernaut,pudge,vengefulspirit,furion,ogre_magi
faceless_void,omniknight,gyrocopter,keeper_of_the_light,ember_spirit
earthshaker,mirana,windrunner,necrolyte,rattletrap
juggernaut,tiny,death_prophet,clinkz,shadow_demon
tidehunter,bounty_hunter,nyx_assassin,medusa,legion_commander
storm_spirit,luna,night_stalker,bounty_hunter,undying
crystal_maiden,drow_ranger,dazzle,slark,legion_commander
mirana,sven,queenofpain,weaver,naga_siren
nevermore,storm_spirit,riki,life_stealer,centaur
slardar,tinker,phantom_assassin,omniknight,earth_spirit
mirana,morphling,pudge,skeleton_king,invoker
axe,nevermore,sven,kunkka,clinkz
morphling,pudge,sniper,queenofpain,clinkz
axe,clinkz,huskar,ogre_magi,magnataur
nevermore,sniper,venomancer,viper,centaur
mirana,kunkka,riki,shadow_demon,rubick
windrunner,tidehunter,necrolyte,pugna,dazzle
bloodseeker,luna,huskar,slark,abaddon
antimage,bloodseeker,furion,huskar,invoker
nevermore,undying,centaur,bristleback,skywrath_mage
bloodseeker,enchantress,nyx_assassin,slark,troll_warlord
sand_king,slardar,shadow_demon,magnataur,terrorblade
drow_ranger,juggernaut,kunkka,lich,slark
tidehunter,tinker,ogre_magi,undying,slark
sand_king,riki,phantom_assassin,techies,arc_warden
windrunner,sniper,naga_siren,troll_warlord,legion_commander
juggernaut,mirana,witch_doctor,phantom_assassin,rubick
pudge,witch_doctor,faceless_void,skeleton_king,phantom_assassin
crystal_maiden,juggernaut,slardar,ancient_apparition,invoker
juggernaut,spirit_breaker,disruptor,medusa,magnataur
juggernaut,sand_king,riki,sniper,faceless_void
antimage,earthshaker,mirana,kunkka,skeleton_king
juggernaut,sand_king,faceless_void,rattletrap,phoenix
crystal_maiden,huskar,batrider,slark,tusk
drow_ranger,juggernaut,pudge,witch_doctor,jakiro
drow_ranger,storm_spirit,tiny,windrunner,skeleton_king
storm_spirit,rattletrap,slark,skywrath_mage,legion_commander
juggernaut,pudge,riki,omniknight,shadow_demon
juggernaut,pudge,riki,sniper,viper
axe,windrunner,clinkz,shredder,bristleback
axe,juggernaut,faceless_void,spirit_breaker,invoker
axe,mirana,storm_spirit,spectre,earth_spirit
zuus,kunkka,slark,magnataur,techies
antimage,lion,templar_assassin,batrider,keeper_of_the_light
bloodseeker,alchemist,silencer,slark,shredder
nevermore,phantom_assassin,dazzle,bounty_hunter,invoker
pudge,zuus,riki,furion,rubick
juggernaut,storm_spirit,pugna,dragon_knight,phoenix
kunkka,tidehunter,lich,clinkz,visage
antimage,mirana,sand_king,lion,tinker
storm_spirit,dark_seer,ancient_apparition,gyrocopter,elder_titan
nevermore,windrunner,luna,life_stealer,treant
faceless_void,death_prophet,huskar,elder_titan,oracle
axe,drow_ranger,lion,luna,lycan
drow_ranger,vengefulspirit,slardar,invoker,slark
bloodseeker,drow_ranger,treant,nyx_assassin,slark
antimage,juggernaut,windrunner,sniper,templar_assassin
drow_ranger,windrunner,slardar,faceless_void,winter_wyvern
tiny,windrunner,kunkka,ogre_magi,techies
pudge,riki,enigma,dragon_knight,slark
mirana,puck,lion,slardar,brewmaster
mirana,sand_king,windrunner,life_stealer,meepo
earthshaker,furion,huskar,invoker,legion_commander
axe,windrunner,witch_doctor,queenofpain,legion_commander
pudge,sven,clinkz,broodmother,slark
furion,bounty_hunter,invoker,slark,elder_titan
juggernaut,kunkka,batrider,nyx_assassin,skywrath_mage
antimage,axe,dragon_knight,huskar,legion_commander
drow_ranger,shadow_shaman,phantom_assassin,clinkz,invoker
pugna,templar_assassin,huskar,night_stalker,troll_warlord
drow_ranger,storm_spirit,tiny,elder_titan,winter_wyvern
crystal_maiden,nevermore,spectre,rubick,magnataur
bloodseeker,sniper,faceless_void,templar_assassin,shredder
nevermore,kunkka,enigma,spirit_breaker,slark
riki,skeleton_king,furion,silencer,legion_commander
antimage,storm_spirit,phantom_assassin,shredder,arc_warden
puck,phantom_assassin,dragon_knight,ursa,abaddon
axe,phantom_assassin,omniknight,invoker,nyx_assassin
sven,luna,clinkz,omniknight,elder_titan
sven,shadow_shaman,death_prophet,phantom_assassin,legion_commander
antimage,drow_ranger,mirana,witch_doctor,ursa
juggernaut,sand_king,enigma,spirit_breaker,legion_commander
life_stealer,huskar,disruptor,troll_warlord,legion_commander
juggernaut,storm_spirit,rattletrap,disruptor,elder_titan
drow_ranger,lich,riki,huskar,spirit_breaker
juggernaut,enigma,tinker,life_stealer,spirit_breaker
shadow_shaman,clinkz,brewmaster,abaddon,legion_commander
pudge,zuus,lion,slardar,slark
lina,lion,sniper,furion,shredder
sand_king,phantom_assassin,jakiro,naga_siren,ember_spirit
antimage,nevermore,pudge,medusa,centaur
crystal_maiden,phantom_assassin,invoker,naga_siren,troll_warlord
nevermore,slardar,sniper,death_prophet,silencer
nevermore,beastmaster,spectre,troll_warlord,abaddon
kunkka,slardar,rattletrap,silencer,troll_warlord
furion,huskar,alchemist,invoker,lone_druid
pudge,tiny,windrunner,slark,troll_warlord
antimage,lion,riki,dark_seer,invoker
sand_king,faceless_void,skeleton_king,obsidian_destroyer,slark
tiny,kunkka,lina,witch_doctor,life_stealer
windrunner,huskar,weaver,invoker,slark
juggernaut,mirana,life_stealer,omniknight,invoker
sniper,ancient_apparition,slark,magnataur,ember_spirit
sand_king,skeleton_king,phantom_assassin,spirit_breaker,tusk
earthshaker,skeleton_king,luna,chen,tusk
axe,windrunner,tinker,batrider,slark
drow_ranger,mirana,invoker,meepo,abaddon
axe,drow_ranger,queenofpain,faceless_void,silencer
earthshaker,pudge,riki,invoker,slark
mirana,pudge,sand_king,ancient_apparition,slark
axe,juggernaut,mirana,phantom_assassin,huskar
axe,juggernaut,pudge,bounty_hunter,legion_commander
antimage,pudge,zuus,lion,broodmother
juggernaut,nevermore,sand_king,tiny,legion_commander
crystal_maiden,pudge,kunkka,skeleton_king,weaver
juggernaut,kunkka,riki,furion,ogre_magi
bloodseeker,rattletrap,troll_warlord,legion_commander,oracle
mirana,sand_king,windrunner,slark,terrorblade
axe,juggernaut,mirana,spirit_breaker,invoker
juggernaut,pudge,faceless_void,luna,dark_seer
earthshaker,juggernaut,dragon_knight,life_stealer,silencer
drow_ranger,nevermore,enigma,magnataur,phoenix
pudge,leshrac,jakiro,ancient_apparition,shredder
windrunner,bounty_hunter,invoker,medusa,legion_commander
pudge,zuus,spectre,ancient_apparition,shredder
axe,juggernaut,storm_spirit,riki,lone_druid
axe,juggernaut,nevermore,vengefulspirit,legion_commander
morphling,bounty_hunter,ursa,skywrath_mage,ember_spirit
pudge,sven,lich,sniper,doom_bringer
drow_ranger,razor,invoker,ogre_magi,slark
drow_ranger,sven,slardar,riki,invoker
morphling,viper,dazzle,doom_bringer,alchemist
juggernaut,nevermore,faceless_void,night_stalker,skywrath_mage
mirana,storm_spirit,riki,sniper,shredder
mirana,pudge,sand_king,broodmother,skywrath_mage
storm_spirit,luna,lycan,troll_warlord,terrorblade
morphling,dark_seer,lycan,tusk,ember_spirit
mirana,tiny,windrunner,life_stealer,spirit_breaker
crystal_maiden,sand_king,phantom_assassin,omniknight,magnataur
bloodseeker,phantom_assassin,viper,weaver,legion_commander
lich,riki,viper,chaos_knight,slark
axe,bloodseeker,lion,tinker,clinkz
juggernaut,phantom_assassin,clinkz,ancient_apparition,medusa
mirana,tinker,dazzle,weaver,spirit_breaker
windrunner,riki,tinker,shredder,legion_commander
bloodseeker,morphling,phantom_lancer,warlock,faceless_void
pudge,sven,queenofpain,life_stealer,bristleback
mirana,tiny,sniper,necrolyte,batrider
drow_ranger,necrolyte,dark_seer,huskar,doom_bringer
juggernaut,zuus,dazzle,bounty_hunter,shredder
earthshaker,mirana,pudge,riki,slark
antimage,juggernaut,pudge,kunkka,shredder
phantom_lancer,zuus,slark,tusk,legion_commander
juggernaut,zuus,slardar,huskar,ursa
morphling,riki,necrolyte,slark,troll_warlord
queenofpain,skeleton_king,phantom_assassin,ancient_apparition,doom_bringer
drow_ranger,sand_king,vengefulspirit,zuus,huskar
mirana,storm_spirit,riki,life_stealer,spirit_breaker
juggernaut,sand_king,windrunner,venomancer,spirit_breaker
axe,earthshaker,juggernaut,enigma,skywrath_mage
axe,juggernaut,necrolyte,phantom_assassin,weaver
bloodseeker,nevermore,phantom_assassin,furion,shredder
puck,vengefulspirit,shadow_shaman,lich,phantom_assassin
antimage,mirana,undying,disruptor,shredder
riki,necrolyte,bristleback,legion_commander,terrorblade
pudge,omniknight,bounty_hunter,invoker,slark
axe,faceless_void,phantom_assassin,leshrac,invoker
witch_doctor,phantom_assassin,slark,magnataur,shredder
mirana,ogre_magi,legion_commander,ember_spirit,oracle
drow_ranger,lina,tinker,phantom_assassin,techies
bloodseeker,crystal_maiden,juggernaut,bounty_hunter,legion_commander
mirana,life_stealer,weaver,rubick,troll_warlord
antimage,nevermore,sand_king,night_stalker,legion_commander
mirana,lion,ursa,invoker,legion_commander
drow_ranger,lion,riki,skeleton_king,dragon_knight
bloodseeker,luna,enchantress,jakiro,bristleback
mirana,morphling,nevermore,sven,faceless_void
bloodseeker,tinker,phantom_assassin,furion,slark
sven,dazzle,life_stealer,tusk,arc_warden
mirana,kunkka,spectre,nyx_assassin,keeper_of_the_light
sand_king,necrolyte,dark_seer,doom_bringer,slark
antimage,pudge,invoker,legion_commander,oracle
mirana,lich,rattletrap,omniknight,gyrocopter
bloodseeker,venomancer,spirit_breaker,tusk,terrorblade
sand_king,tidehunter,sniper,queenofpain,visage
windrunner,sniper,nyx_assassin,slark,techies
nevermore,warlock,undying,legion_commander,terrorblade
juggernaut,lion,sniper,faceless_void,tusk
phantom_assassin,enchantress,ursa,chaos_knight,medusa
kunkka,dragon_knight,weaver,ursa,meepo
windrunner,skeleton_king,viper,nyx_assassin,legion_commander
axe,morphling,jakiro,invoker,legion_commander
tiny,vengefulspirit,zuus,tinker,faceless_void
windrunner,riki,phantom_assassin,ancient_apparition,slark
bloodseeker,drow_ranger,rattletrap,bounty_hunter,alchemist
axe,crystal_maiden,clinkz,earth_spirit,arc_warden
nevermore,spirit_breaker,silencer,ogre_magi,slark
antimage,morphling,sand_king,death_prophet,ogre_magi
drow_ranger,riki,leshrac,ursa,gyrocopter
nevermore,luna,huskar,slark,tusk
mirana,pudge,batrider,invoker,rubick
antimage,pudge,templar_assassin,weaver,winter_wyvern
drow_ranger,sand_king,skeleton_king,weaver,troll_warlord
axe,lina,sniper,phantom_assassin,shredder
antimage,tidehunter,enigma,luna,dazzle
juggernaut,storm_spirit,slardar,bounty_hunter,disruptor
bloodseeker,juggernaut,sniper,phantom_assassin,viper
templar_assassin,bounty_hunter,disruptor,slark,legion_commander
juggernaut,lion,skeleton_king,shredder,elder_titan
drow_ranger,phantom_lancer,phantom_assassin,dazzle,medusa
antimage,lina,slardar,enigma,phoenix
puck,sniper,dragon_knight,chen,naga_siren
axe,riki,viper,slark,tusk
bloodseeker,crystal_maiden,pudge,bristleback,legion_commander
axe,drow_ranger,puck,tiny,bristleback
phantom_lancer,riki,viper,shadow_demon,shredder
morphling,lion,queenofpain,huskar,legion_commander
phantom_assassin,pugna,dark_seer,centaur,terrorblade
antimage,mirana,slardar,legion_commander,winter_wyvern
earthshaker,tidehunter,tinker,weaver,visage
mirana,sand_king,sven,sniper,ogre_magi
juggernaut,sniper,phantom_assassin,doom_bringer,troll_warlord
earthshaker,sniper,queenofpain,dazzle,slark
life_stealer,shadow_demon,slark,centaur,phoenix
mirana,sniper,skeleton_king,shredder,ember_spirit
axe,lina,tidehunter,weaver,doom_bringer
pudge,tinker,spirit_breaker,gyrocopter,slark
axe,juggernaut,skeleton_king,phantom_assassin,undying
antimage,axe,pudge,weaver,centaur
drow_ranger,tinker,invoker,troll_warlord,legion_commander
drow_ranger,morphling,zuus,lion,beastmaster
bloodseeker,shadow_shaman,queenofpain,weaver,slark
mirana,windrunner,weaver,spirit_breaker,invoker
earthshaker,sven,windrunner,lion,legion_commander
antimage,sand_king,phantom_assassin,doom_bringer,ursa
crystal_maiden,juggernaut,riki,enigma,tinker
phantom_lancer,necrolyte,huskar,tusk,techies
crystal_maiden,nevermore,riki,ursa,bristleback
witch_doctor,faceless_void,jakiro,batrider,slark
drow_ranger,warlock,dragon_knight,bristleback,elder_titan
drow_ranger,faceless_void,alchemist,ogre_magi,keeper_of_the_light
windrunner,shadow_shaman,sniper,death_prophet,ancient_apparition
sand_king,riki,clinkz,weaver,invoker
sven,tiny,zuus,lion,witch_doctor
sand_king,sven,queenofpain,spirit_breaker,shredder
earthshaker,phantom_lancer,pudge,luna,troll_warlord
juggernaut,zuus,ogre_magi,magnataur,elder_titan
bloodseeker,lion,invoker,elder_titan,ember_spirit
pudge,witch_doctor,faceless_void,viper,spirit_breaker
mirana,sven,sniper,invoker,terrorblade
witch_doctor,omniknight,spirit_breaker,invoker,legion_commander
pudge,zuus,spirit_breaker,alchemist,shredder
sven,vengefulspirit,venomancer,faceless_void,slark
phantom_lancer,razor,kunkka,necrolyte,dragon_knight
tiny,slardar,witch_doctor,doom_bringer,arc_warden
juggernaut,puck,pudge,clinkz,skywrath_mage
juggernaut,nevermore,phantom_lancer,faceless_void,shadow_demon
morphling,furion,life_stealer,bounty_hunter,rubick
drow_ranger,earthshaker,zuus,lion,huskar
drow_ranger,lina,riki,broodmother,lone_druid
mirana,pudge,death_prophet,furion,bounty_hunter
razor,necrolyte,phantom_assassin,rattletrap,clinkz
antimage,bloodseeker,mirana,nevermore,winter_wyvern
antimage,bloodseeker,pudge,disruptor,earth_spirit
nevermore,vengefulspirit,viper,lycan,ogre_magi
antimage,phantom_assassin,alchemist,shredder,bristleback
mirana,lion,necrolyte,alchemist,abaddon
antimage,axe,nevermore,luna,weaver
pudge,bounty_hunter,alchemist,shadow_demon,phoenix
nevermore,pudge,enchantress,invoker,lone_druid
mirana,sniper,necrolyte,spirit_breaker,chaos_knight
bane,mirana,storm_spirit,keeper_of_the_light,slark
pudge,windrunner,lion,alchemist,slark
axe,mirana,tiny,necrolyte,naga_siren
sven,queenofpain,venomancer,pugna,naga_siren
axe,bloodseeker,drow_ranger,pudge,omniknight
antimage,juggernaut,pudge,sven,ogre_magi
juggernaut,tiny,kunkka,lich,sniper
crystal_maiden,storm_spirit,pugna,gyrocopter,shredder
axe,windrunner,sniper,bounty_hunter,rubick
juggernaut,pudge,vengefulspirit,alchemist,shredder
morphling,phantom_lancer,phantom_assassin,spirit_breaker,abaddon
puck,razor,sven,magnataur,ember_spirit
pudge,riki,tinker,life_stealer,oracle
lina,phantom_assassin,templar_assassin,clinkz,skywrath_mage
antimage,storm_spirit,phantom_assassin,life_stealer,silencer
pudge,sand_king,necrolyte,bounty_hunter,terrorblade
pudge,faceless_void,templar_assassin,batrider,undying
weaver,jakiro,spirit_breaker,alchemist,invoker
juggernaut,lion,clinkz,invoker,slark
bane,slardar,invoker,ember_spirit,phoenix
pudge,sand_king,sven,sniper,skeleton_king
axe,mirana,nevermore,kunkka,dazzle
antimage,juggernaut,shadow_shaman,bounty_hunter,weaver
morphling,pudge,enigma,alchemist,oracle
antimage,crystal_maiden,drow_ranger,sven,zuus
mirana,pudge,sven,alchemist,nyx_assassin
axe,kunkka,bounty_hunter,doom_bringer,shredder
antimage,pudge,sven,tinker,legion_commander
faceless_void,ancient_apparition,keeper_of_the_light,bristleback,legion_commander
bloodseeker,mirana,shadow_shaman,bounty_hunter,obsidian_destroyer
morphling,pudge,vengefulspirit,faceless_void,phoenix
antimage,puck,sven,sniper,legion_commander
storm_spirit,necrolyte,faceless_void,clinkz,elder_titan
drow_ranger,kunkka,riki,tinker,ancient_apparition
axe,pudge,zuus,slardar,disruptor
vengefulspirit,windrunner,riki,faceless_void,slark
drow_ranger,earthshaker,windrunner,medusa,winter_wyvern
sven,phantom_assassin,templar_assassin,weaver,bristleback
nevermore,enigma,necrolyte,bounty_hunter,medusa
mirana,tidehunter,spectre,invoker,phoenix
drow_ranger,juggernaut,puck,lina,life_stealer
storm_spirit,death_prophet,templar_assassin,ancient_apparition,slark
crystal_maiden,juggernaut,pudge,shadow_shaman,tinker
nevermore,lina,bounty_hunter,keeper_of_the_light,medusa
mirana,phantom_assassin,weaver,rubick,shredder
tinker,faceless_void,weaver,doom_bringer,skywrath_mage
morphling,enigma,queenofpain,brewmaster,ogre_magi
axe,nyx_assassin,troll_warlord,shredder,phoenix
axe,phantom_assassin,furion,invoker,silencer
axe,nevermore,warlock,dragon_knight,bristleback
bloodseeker,slardar,rubick,magnataur,ember_spirit
axe,bloodseeker,morphling,windrunner,bounty_hunter
windrunner,lion,riki,treant,shredder
kunkka,sniper,chen,shredder,tusk
morphling,tinker,doom_bringer,gyrocopter,earth_spirit
axe,bloodseeker,storm_spirit,kunkka,bounty_hunter
axe,mirana,storm_spirit,leshrac,clinkz
bane,earthshaker,pudge,ogre_magi,earth_spirit
antimage,lion,death_prophet,bounty_hunter,shadow_demon
antimage,lion,furion,lone_druid,abaddon
sand_king,storm_spirit,slardar,lycan,terrorblade
morphling,pudge,omniknight,nyx_assassin,medusa
sand_king,riki,phantom_assassin,invoker,rubick
juggernaut,bounty_hunter,invoker,slark,shredder
juggernaut,windrunner,faceless_void,phantom_assassin,invoker
razor,windrunner,beastmaster,faceless_void,slark
riki,necrolyte,ursa,naga_siren,shredder
earthshaker,sand_king,venomancer,naga_siren,oracle
storm_spirit,lion,skeleton_king,dazzle,ursa
nevermore,tinker,phantom_assassin,rubick,legion_commander
antimage,juggernaut,sven,phantom_assassin,dazzle
mirana,razor,windrunner,huskar,legion_commander
bloodseeker,slardar,life_stealer,invoker,techies
bloodseeker,tiny,phantom_assassin,dazzle,huskar
chaos_knight,troll_warlord,shredder,elder_titan,legion_commander
phantom_lancer,life_stealer,invoker,treant,ember_spirit
antimage,storm_spirit,warlock,faceless_void,oracle
storm_spirit,kunkka,phantom_assassin,broodmother,legion_commander
phantom_lancer,queenofpain,venomancer,legion_commander,arc_warden
axe,drow_ranger,chen,spectre,legion_commander
juggernaut,slardar,queenofpain,treant,techies
antimage,windrunner,faceless_void,keeper_of_the_light,techies
phantom_assassin,batrider,ancient_apparition,meepo,slark
necrolyte,phantom_assassin,luna,huskar,legion_commander
antimage,pudge,zuus,queenofpain,skeleton_king
sven,viper,luna,alchemist,keeper_of_the_light
axe,mirana,riki,phantom_assassin,gyrocopter
axe,warlock,phantom_assassin,silencer,treant
phantom_lancer,lich,pugna,omniknight,legion_commander
juggernaut,windrunner,ancient_apparition,shredder,abaddon
antimage,sven,tiny,tinker,phantom_assassin
antimage,lion,tinker,shadow_demon,abaddon
juggernaut,mirana,sniper,keeper_of_the_light,shredder
bane,warlock,skeleton_king,shredder,bristleback
nevermore,sand_king,necrolyte,alchemist,techies
luna,enchantress,ancient_apparition,naga_siren,centaur
pudge,storm_spirit,skeleton_king,phantom_assassin,shredder
drow_ranger,necrolyte,viper,enchantress,batrider
mirana,kunkka,slardar,pugna,legion_commander
antimage,venomancer,dark_seer,undying,nyx_assassin
axe,mirana,nevermore,pudge,oracle
mirana,phantom_lancer,phantom_assassin,luna,ursa
tiny,tidehunter,lich,life_stealer,slark
crystal_maiden,tiny,dark_seer,magnataur,elder_titan
earthshaker,juggernaut,nevermore,riki,queenofpain
axe,sven,brewmaster,ogre_magi,medusa
earthshaker,mirana,pudge,skeleton_king,shredder
antimage,vengefulspirit,faceless_void,ursa,alchemist
windrunner,shadow_shaman,sniper,shadow_demon,nyx_assassin
mirana,storm_spirit,kunkka,sniper,arc_warden
juggernaut,slardar,faceless_void,invoker,skywrath_mage
crystal_maiden,juggernaut,sniper,weaver,batrider
axe,nevermore,pudge,sven,necrolyte
drow_ranger,riki,batrider,troll_warlord,ember_spirit
riki,phantom_assassin,bounty_hunter,batrider,invoker
pudge,dragon_knight,furion,spirit_breaker,invoker
juggernaut,leshrac,weaver,spirit_breaker,ember_spirit
mirana,pudge,windrunner,dazzle,huskar
drow_ranger,tinker,brewmaster,magnataur,tusk
antimage,sand_king,kunkka,ancient_apparition,ogre_magi
drow_ranger,windrunner,slardar,life_stealer,omniknight
tinker,rattletrap,life_stealer,omniknight,invoker
axe,juggernaut,sand_king,dazzle,shredder
earthshaker,lina,phantom_assassin,tusk,oracle
sven,necrolyte,warlock,queenofpain,phantom_assassin
drow_ranger,phantom_lancer,lion,slardar,bounty_hunter
axe,phantom_lancer,windrunner,lina,shadow_shaman
antimage,crystal_maiden,drow_ranger,windrunner,doom_bringer
phantom_lancer,warlock,phantom_assassin,brewmaster,abaddon
axe,faceless_void,phantom_assassin,weaver,nyx_assassin
necrolyte,queenofpain,phantom_assassin,naga_siren,legion_commander
mirana,kunkka,phantom_assassin,chaos_knight,bristleback
windrunner,riki,venomancer,shredder,legion_commander
drow_ranger,kunkka,night_stalker,centaur,skywrath_mage
sand_king,storm_spirit,slark,skywrath_mage,legion_commander
axe,earthshaker,sven,tinker,pugna
axe,vengefulspirit,zuus,spectre,invoker
slardar,ursa,spirit_breaker,lycan,bristleback
drow_ranger,zuus,tinker,phantom_assassin,huskar
tiny,kunkka,shadow_demon,bristleback,elder_titan
bane,sand_king,zuus,tidehunter,terrorblade
lina,life_stealer,omniknight,jakiro,batrider
nevermore,lina,rubick,centaur,phoenix
antimage,tiny,windrunner,omniknight,legion_commander
antimage,axe,sand_king,batrider,spectre
