hero_1,hero_2,hero_3,hero_4,hero_5
phantom_lancer,venomancer,clinkz,treant,magnataur
mirana,enigma,huskar,shredder,bristleback
mirana,queenofpain,luna,slark,centaur
antimage,mirana,faceless_void,phantom_assassin,alchemist
drow_ranger,luna,disruptor,tusk,elder_titan
puck,enigma,spirit_breaker,brewmaster,chaos_knight
sand_king,shadow_shaman,silencer,slark,shredder
crystal_maiden,riki,sniper,slark,shredder
sniper,phantom_assassin,invoker,shadow_demon,legion_commander
axe,juggernaut,mirana,weaver,disruptor
windrunner,queenofpain,phantom_assassin,dark_seer,terrorblade
kunkka,dragon_knight,undying,nyx_assassin,troll_warlord
pudge,sven,tiny,necrolyte,spirit_breaker
sand_king,bounty_hunter,ursa,alchemist,slark
drow_ranger,pudge,faceless_void,slark,winter_wyvern
juggernaut,phantom_lancer,lion,queenofpain,life_stealer
antimage,lich,necrolyte,invoker,legion_commander
puck,windrunner,invoker,shadow_demon,slark
earthshaker,pudge,storm_spirit,windrunner,weaver
antimage,lion,riki,silencer,troll_warlord
mirana,sven,tiny,lich,undying
axe,storm_spirit,witch_doctor,faceless_void,obsidian_destroyer
puck,pudge,sven,huskar,terrorblade
axe,nevermore,bounty_hunter,nyx_assassin,slark
antimage,drow_ranger,viper,ancient_apparition,ursa
antimage,axe,necrolyte,queenofpain,silencer
crystal_maiden,sven,templar_assassin,nyx_assassin,oracle
tinker,faceless_void,ursa,silencer,skywrath_mage
razor,tiny,queenofpain,pugna,batrider
razor,sniper,death_prophet,ogre_magi,slark
bane,nevermore,sven,omniknight,ursa
pudge,windrunner,venomancer,faceless_void,shadow_demon
juggernaut,kunkka,riki,pugna,shredder
drow_ranger,morphling,slardar,shadow_demon,legion_commander
dragon_knight,ursa,ogre_magi,nyx_assassin,shredder
crystal_maiden,windrunner,kunkka,rattletrap,ogre_magi
crystal_maiden,morphling,sand_king,windrunner,silencer
slardar,ursa,lycan,rubick,legion_commander
kunkka,clinkz,weaver,doom_bringer,medusa
windrunner,riki,necrolyte,bounty_hunter,spirit_breaker
drow_ranger,sand_king,venomancer,brewmaster,ember_spirit
pudge,phantom_assassin,doom_bringer,slark,legion_commander
juggernaut,pudge,vengefulspirit,queenofpain,nyx_assassin
nevermore,invoker,shadow_demon,undying,slark
storm_spirit,necrolyte,luna,jakiro,nyx_assassin
antimage,puck,pudge,slark,ember_spirit
storm_spirit,vengefulspirit,lich,spectre,troll_warlord
bloodseeker,bounty_hunter,spectre,alchemist,slark
bane,morphling,sand_king,invoker,legion_commander
drow_ranger,mirana,pudge,sniper,death_prophet
tiny,tinker,skeleton_king,bristleback,elder_titan
sand_king,zuus,enigma,dragon_knight,invoker
axe,pudge,life_stealer,wisp,ember_spirit
mirana,slardar,dragon_knight,gyrocopter,slark
nevermore,pudge,shadow_shaman,skeleton_king,doom_bringer
sand_king,storm_spirit,tiny,lina,ancient_apparition
bloodseeker,sniper,nyx_assassin,shredder,earth_spirit
kunkka,pugna,furion,clinkz,legion_commander
vengefulspirit,lion,huskar,troll_warlord,phoenix
mirana,sven,huskar,ogre_magi,techies
bloodseeker,mirana,kunkka,life_stealer,ursa
venomancer,death_prophet,weaver,spirit_breaker,abaddon
lina,templar_assassin,silencer,tusk,ember_spirit
bloodseeker,phantom_assassin,life_stealer,huskar,bounty_hunter
bloodseeker,crystal_maiden,windrunner,furion,alchemist
pudge,witch_doctor,queenofpain,faceless_void,jakiro
drow_ranger,riki,huskar,bounty_hunter,slark
antimage,skeleton_king,silencer,centaur,shredder
axe,mirana,lion,templar_assassin,legion_commander
axe,enigma,templar_assassin,invoker,legion_commander
necrolyte,luna,invoker,shadow_demon,elder_titan
drow_ranger,shadow_shaman,phantom_assassin,luna,leshrac
bane,pudge,phantom_assassin,bounty_hunter,chaos_knight
razor,sven,tiny,huskar,wisp
axe,morphling,nevermore,skeleton_king,lone_druid
mirana,skeleton_king,shadow_demon,naga_siren,tusk
phantom_lancer,pudge,enigma,phantom_assassin,broodmother
bloodseeker,juggernaut,riki,medusa,elder_titan
antimage,bloodseeker,slardar,disruptor,ember_spirit
axe,drow_ranger,mirana,pudge,clinkz
antimage,axe,drow_ranger,sven,lina
slardar,tinker,omniknight,enchantress,huskar
windrunner,lion,ursa,shredder,ember_spirit
riki,bounty_hunter,chen,invoker,phoenix
pudge,lion,skeleton_king,invoker,lycan
razor,venomancer,broodmother,lone_druid,naga_siren
axe,crystal_maiden,juggernaut,ancient_apparition,spirit_breaker
viper,ursa,alchemist,silencer,ogre_magi
antimage,sven,zuus,riki,warlock
phantom_assassin,templar_assassin,keeper_of_the_light,legion_commander,winter_wyvern
drow_ranger,vengefulspirit,lich,faceless_void,huskar
bloodseeker,earthshaker,phantom_assassin,shredder,phoenix
zuus,gyrocopter,invoker,ogre_magi,ember_spirit
bloodseeker,earthshaker,razor,phantom_assassin,omniknight
venomancer,bounty_hunter,ancient_apparition,medusa,elder_titan
juggernaut,queenofpain,dragon_knight,treant,rubick
vengefulspirit,skeleton_king,death_prophet,rubick,slark
earthshaker,morphling,tidehunter,sniper,slark
mirana,sand_king,sven,lion,faceless_void
queenofpain,invoker,meepo,ogre_magi,slark
antimage,drow_ranger,vengefulspirit,invoker,rubick
pudge,storm_spirit,ogre_magi,slark,legion_commander
drow_ranger,tiny,slardar,lich,bristleback
razor,enigma,furion,jakiro,alchemist
drow_ranger,mirana,phantom_lancer,sven,slardar
mirana,tidehunter,undying,slark,elder_titan
sven,lion,life_stealer,meepo,ember_spirit
mirana,sven,phantom_assassin,spirit_breaker,legion_commander
mirana,riki,queenofpain,dazzle,slark
axe,crystal_maiden,shadow_shaman,slardar,faceless_void
morphling,tinker,skeleton_king,clinkz,invoker
windrunner,lion,sniper,necrolyte,bristleback
pudge,lion,faceless_void,treant,ember_spirit
bloodseeker,juggernaut,mirana,riki,jakiro
bane,razor,death_prophet,medusa,legion_commander
antimage,crystal_maiden,storm_spirit,sven,oracle
earthshaker,sniper,phantom_assassin,chaos_knight,rubick
antimage,bloodseeker,sven,invoker,undying
earthshaker,puck,windrunner,phantom_assassin,omniknight
juggernaut,mirana,storm_spirit,windrunner,legion_commander
crystal_maiden,juggernaut,mirana,necrolyte,ursa
zuus,lina,tidehunter,riki,legion_commander
juggernaut,sand_king,zuus,slark,medusa
mirana,pudge,sniper,invoker,slark
pudge,lina,sniper,bounty_hunter,legion_commander
windrunner,silencer,nyx_assassin,ember_spirit,terrorblade
tidehunter,warlock,phantom_assassin,huskar,alchemist
bloodseeker,venomancer,skeleton_king,life_stealer,jakiro
morphling,lina,beastmaster,faceless_void,elder_titan
axe,vengefulspirit,phantom_assassin,nyx_assassin,shredder
mirana,queenofpain,skeleton_king,slark,techies
pudge,invoker,slark,terrorblade,winter_wyvern
sand_king,windrunner,lion,tinker,slark
juggernaut,storm_spirit,windrunner,lion,death_prophet
axe,drow_ranger,lion,tinker,night_stalker
antimage,pudge,vengefulspirit,ogre_magi,abaddon
lina,riki,faceless_void,alchemist,shredder
bloodseeker,earthshaker,leshrac,invoker,undying
necrolyte,night_stalker,batrider,invoker,shredder
mirana,skeleton_king,shadow_demon,ember_spirit,oracle
crystal_maiden,pudge,storm_spirit,witch_doctor,sniper
templar_assassin,furion,life_stealer,ursa,slark
drow_ranger,necrolyte,life_stealer,slark,phoenix
axe,tinker,ursa,keeper_of_the_light,earth_spirit
antimage,mirana,phantom_assassin,jakiro,slark
crystal_maiden,sand_king,phantom_assassin,viper,alchemist
juggernaut,phantom_assassin,omniknight,alchemist,invoker
pudge,sand_king,sniper,broodmother,medusa
razor,venomancer,phantom_assassin,broodmother,abaddon
phantom_assassin,ogre_magi,slark,elder_titan,legion_commander
drow_ranger,sand_king,dark_seer,disruptor,shredder
phantom_lancer,necrolyte,life_stealer,huskar,rubick
pudge,razor,riki,skeleton_king,invoker
riki,queenofpain,silencer,magnataur,bristleback
earthshaker,juggernaut,lina,dazzle,huskar
sand_king,tidehunter,nyx_assassin,centaur,shredder
crystal_maiden,juggernaut,pudge,sniper,skeleton_king
axe,drow_ranger,skeleton_king,nyx_assassin,shredder
earthshaker,luna,jakiro,gyrocopter,legion_commander
antimage,pudge,zuus,phantom_assassin,tusk
bloodseeker,zuus,luna,broodmother,oracle
juggernaut,witch_doctor,tinker,sniper,slark
drow_ranger,enigma,death_prophet,omniknight,nyx_assassin
crystal_maiden,mirana,morphling,skeleton_king,weaver
antimage,bloodseeker,mirana,pudge,beastmaster
drow_ranger,windrunner,sniper,dazzle,slark
mirana,pudge,sniper,alchemist,ember_spirit
sven,dragon_knight,naga_siren,keeper_of_the_light,slark
tinker,phantom_assassin,brewmaster,ogre_magi,terrorblade
pudge,queenofpain,huskar,alchemist,slark
juggernaut,pudge,queenofpain,weaver,rubick
phantom_lancer,lion,ogre_magi,centaur,legion_commander
crystal_maiden,earthshaker,juggernaut,mirana,alchemist
crystal_maiden,juggernaut,weaver,chaos_knight,bristleback
axe,kunkka,visage,slark,medusa
vengefulspirit,riki,faceless_void,luna,shredder
phantom_lancer,queenofpain,clinkz,spirit_breaker,slark
windrunner,leshrac,ursa,elder_titan,ember_spirit
mirana,razor,kunkka,night_stalker,chaos_knight
juggernaut,witch_doctor,lycan,phoenix,winter_wyvern
leshrac,life_stealer,chaos_knight,slark,arc_warden
bloodseeker,juggernaut,mirana,luna,alchemist
zuus,tinker,sniper,phantom_assassin,legion_commander
tidehunter,dragon_knight,life_stealer,spectre,invoker
morphling,pudge,night_stalker,broodmother,ember_spirit
pudge,vengefulspirit,faceless_void,rattletrap,huskar
antimage,windrunner,necrolyte,ancient_apparition,undying
bloodseeker,juggernaut,zuus,invoker,legion_commander
bane,storm_spirit,sven,enchantress,centaur
drow_ranger,pudge,tinker,chen,undying
antimage,mirana,pudge,sand_king,shredder
antimage,lion,dark_seer,invoker,nyx_assassin
kunkka,necrolyte,invoker,skywrath_mage,oracle
pudge,sven,windrunner,luna,medusa
juggernaut,sand_king,lina,skeleton_king,phantom_assassin
antimage,mirana,venomancer,centaur,legion_commander
earthshaker,sniper,ursa,medusa,bristleback
mirana,phantom_lancer,sven,lich,chaos_knight
lina,sniper,spirit_breaker,slark,medusa
sand_king,phantom_assassin,disruptor,medusa,shredder
drow_ranger,morphling,queenofpain,bounty_hunter,weaver
phantom_assassin,templar_assassin,dark_seer,omniknight,wisp
pudge,windrunner,witch_doctor,sniper,phantom_assassin
morphling,sand_king,phantom_assassin,weaver,shredder
pudge,life_stealer,huskar,bounty_hunter,nyx_assassin
bloodseeker,luna,chaos_knight,slark,ember_spirit
shadow_shaman,riki,sniper,bounty_hunter,troll_warlord
drow_ranger,sven,riki,invoker,rubick
drow_ranger,lion,faceless_void,huskar,invoker
crystal_maiden,faceless_void,phantom_assassin,spirit_breaker,shredder
omniknight,invoker,ogre_magi,slark,ember_spirit
earthshaker,sven,tinker,rubick,slark
juggernaut,lina,slardar,phantom_assassin,huskar
crystal_maiden,earthshaker,juggernaut,windrunner,invoker
mirana,zuus,dazzle,bristleback,legion_commander
puck,sand_king,phantom_assassin,batrider,obsidian_destroyer
mirana,windrunner,tinker,spectre,doom_bringer
crystal_maiden,slardar,queenofpain,skeleton_king,rubick
axe,storm_spirit,kunkka,bounty_hunter,winter_wyvern
antimage,weaver,doom_bringer,ogre_magi,shredder
drow_ranger,mirana,faceless_void,ogre_magi,oracle
drow_ranger,witch_doctor,faceless_void,jakiro,magnataur
witch_doctor,riki,faceless_void,furion,weaver
crystal_maiden,morphling,faceless_void,invoker,rubick
pudge,kunkka,leshrac,life_stealer,chen
juggernaut,sven,zuus,lina,bristleback
earthshaker,windrunner,faceless_void,skywrath_mage,legion_commander
bane,viper,luna,brewmaster,naga_siren
windrunner,invoker,silencer,undying,ember_spirit
axe,earthshaker,razor,bounty_hunter,invoker
antimage,mirana,pudge,rubick,shredder
drow_ranger,kunkka,skeleton_king,legion_commander,winter_wyvern
phantom_lancer,storm_spirit,omniknight,slark,legion_commander
mirana,morphling,kunkka,shredder,legion_commander
storm_spirit,pugna,bounty_hunter,undying,slark
mirana,obsidian_destroyer,nyx_assassin,medusa,magnataur
earthshaker,tiny,viper,earth_spirit,terrorblade
zuus,kunkka,viper,invoker,wisp
drow_ranger,zuus,pugna,shadow_demon,legion_commander
morphling,omniknight,huskar,silencer,slark
windrunner,shadow_shaman,sniper,faceless_void,phantom_assassin
drow_ranger,spirit_breaker,disruptor,naga_siren,medusa
crystal_maiden,leshrac,life_stealer,dark_seer,silencer
antimage,nevermore,storm_spirit,faceless_void,rubick
axe,furion,wisp,troll_warlord,shredder
pudge,tiny,shadow_shaman,invoker,nyx_assassin
morphling,riki,undying,slark,troll_warlord
faceless_void,keeper_of_the_light,legion_commander,ember_spirit,oracle
antimage,pudge,sven,rubick,legion_commander
drow_ranger,pudge,witch_doctor,riki,slark
drow_ranger,windrunner,alchemist,troll_warlord,techies
pudge,warlock,obsidian_destroyer,rubick,troll_warlord
necrolyte,life_stealer,spirit_breaker,invoker,magnataur
slardar,tinker,huskar,spirit_breaker,shadow_demon
earthshaker,juggernaut,pudge,invoker,bristleback
windrunner,slardar,phantom_assassin,broodmother,legion_commander
drow_ranger,sniper,skeleton_king,medusa,legion_commander
sand_king,rattletrap,night_stalker,invoker,shadow_demon
mirana,kunkka,queenofpain,naga_siren,winter_wyvern
drow_ranger,razor,sven,pugna,gyrocopter
antimage,morphling,vengefulspirit,omniknight,bristleback
juggernaut,pudge,spirit_breaker,shredder,legion_commander
pudge,sven,tiny,lion,phantom_assassin
antimage,tiny,witch_doctor,omniknight,phoenix
kunkka,alchemist,keeper_of_the_light,slark,magnataur
phantom_assassin,dazzle,furion,huskar,gyrocopter
mirana,pudge,tidehunter,shredder,legion_commander
morphling,zuus,slardar,necrolyte,luna
riki,necrolyte,faceless_void,lone_druid,shredder
shadow_shaman,riki,tinker,phantom_assassin,ursa
crystal_maiden,life_stealer,batrider,ursa,alchemist
puck,faceless_void,ancient_apparition,ember_spirit,earth_spirit
windrunner,tinker,dazzle,bounty_hunter,gyrocopter
juggernaut,puck,sand_king,death_prophet,pugna
drow_ranger,viper,life_stealer,night_stalker,spectre
axe,sand_king,sniper,necrolyte,shredder
nevermore,windrunner,faceless_void,ursa,ogre_magi
morphling,sven,huskar,night_stalker,silencer
drow_ranger,juggernaut,enchantress,shadow_demon,ogre_magi
crystal_maiden,drow_ranger,lina,venomancer,troll_warlord
antimage,drow_ranger,phantom_assassin,slark,skywrath_mage
antimage,pudge,rattletrap,meepo,disruptor
juggernaut,sniper,phantom_assassin,slark,bristleback
lion,witch_doctor,death_prophet,huskar,slark
pudge,storm_spirit,windrunner,necrolyte,treant
axe,mirana,phantom_assassin,viper,invoker
faceless_void,doom_bringer,ogre_magi,disruptor,nyx_assassin
antimage,drow_ranger,nevermore,zuus,medusa
axe,bloodseeker,phantom_lancer,puck,doom_bringer
mirana,lich,enigma,furion,clinkz
vengefulspirit,lion,invoker,magnataur,shredder
crystal_maiden,faceless_void,templar_assassin,invoker,legion_commander
tinker,life_stealer,broodmother,disruptor,ember_spirit
zuus,dragon_knight,gyrocopter,slark,bristleback
skeleton_king,dazzle,meepo,keeper_of_the_light,bristleback
sven,lich,skeleton_king,templar_assassin,medusa
mirana,phantom_lancer,pudge,death_prophet,bounty_hunter
juggernaut,sven,lina,tinker,faceless_void
storm_spirit,huskar,ancient_apparition,silencer,obsidian_destroyer
lion,faceless_void,skeleton_king,invoker,rubick
sven,slardar,spirit_breaker,shredder,abaddon
crystal_maiden,enigma,night_stalker,spirit_breaker,silencer
earthshaker,windrunner,kunkka,phantom_assassin,shredder
riki,bounty_hunter,weaver,invoker,nyx_assassin
juggernaut,kunkka,alchemist,keeper_of_the_light,shredder
tiny,dark_seer,alchemist,disruptor,earth_spirit
mirana,razor,vengefulspirit,spectre,spirit_breaker
mirana,skeleton_king,dark_seer,ogre_magi,legion_commander
juggernaut,mirana,sand_king,riki,invoker
tiny,shadow_shaman,warlock,centaur,legion_commander
axe,warlock,queenofpain,phantom_assassin,ancient_apparition
antimage,jakiro,invoker,ember_spirit,earth_spirit
earthshaker,tinker,necrolyte,dragon_knight,naga_siren
juggernaut,razor,sniper,disruptor,legion_commander
crystal_maiden,drow_ranger,mirana,phantom_assassin,arc_warden
axe,juggernaut,mirana,pudge,invoker
morphling,lina,huskar,weaver,slark
bloodseeker,crystal_maiden,juggernaut,nyx_assassin,legion_commander
witch_doctor,queenofpain,phantom_assassin,bristleback,skywrath_mage
antimage,phantom_assassin,pugna,bounty_hunter,weaver
faceless_void,doom_bringer,ursa,invoker,shredder
crystal_maiden,earthshaker,queenofpain,luna,legion_commander
earthshaker,mirana,tiny,skeleton_king,rubick
puck,sven,tiny,ancient_apparition,spirit_breaker
nevermore,witch_doctor,bounty_hunter,disruptor,slark
puck,riki,sniper,skeleton_king,omniknight
drow_ranger,juggernaut,sniper,phantom_assassin,winter_wyvern
lich,phantom_assassin,pugna,huskar,ursa
axe,morphling,shadow_shaman,pugna,terrorblade
crystal_maiden,sand_king,sniper,faceless_void,death_prophet
earthshaker,warlock,faceless_void,clinkz,abaddon
mirana,morphling,brewmaster,centaur,magnataur
juggernaut,sven,tinker,huskar,ancient_apparition
shadow_shaman,furion,life_stealer,jakiro,ember_spirit
tidehunter,enchantress,invoker,slark,legion_commander
pudge,kunkka,weaver,invoker,rubick
beastmaster,alchemist,ogre_magi,slark,phoenix
axe,juggernaut,slardar,necrolyte,keeper_of_the_light
mirana,tiny,bounty_hunter,slark,ember_spirit
mirana,razor,omniknight,spectre,bristleback
puck,pudge,skeleton_king,enchantress,phoenix
mirana,tidehunter,slark,legion_commander,oracle
mirana,pudge,storm_spirit,vengefulspirit,alchemist
earthshaker,dazzle,rattletrap,clinkz,spectre
juggernaut,storm_spirit,lina,tinker,sniper
windrunner,tidehunter,queenofpain,alchemist,lone_druid
mirana,sand_king,storm_spirit,riki,phantom_assassin
bloodseeker,mirana,pudge,bounty_hunter,brewmaster
sand_king,lina,riki,tinker,tusk
storm_spirit,rattletrap,leshrac,shadow_demon,centaur
kunkka,lion,faceless_void,rattletrap,phoenix
drow_ranger,windrunner,witch_doctor,magnataur,legion_commander
faceless_void,leshrac,invoker,shredder,legion_commander
crystal_maiden,mirana,pudge,windrunner,slark
sven,kunkka,gyrocopter,abaddon,ember_spirit
windrunner,slardar,weaver,silencer,legion_commander
windrunner,zuus,phantom_assassin,alchemist,chaos_knight
mirana,lion,templar_assassin,clinkz,legion_commander
axe,earthshaker,sven,spirit_breaker,troll_warlord
axe,tiny,witch_doctor,legion_commander,phoenix
faceless_void,dazzle,huskar,treant,medusa
sand_king,lion,lich,queenofpain,medusa
axe,lion,phantom_assassin,alchemist,undying
juggernaut,enigma,templar_assassin,silencer,slark
windrunner,kunkka,tidehunter,medusa,bristleback
bloodseeker,phantom_assassin,rattletrap,gyrocopter,elder_titan
sven,kunkka,phantom_assassin,dark_seer,meepo
nevermore,vengefulspirit,faceless_void,dark_seer,invoker
earthshaker,life_stealer,silencer,rubick,slark
sand_king,lion,dark_seer,bounty_hunter,shredder
bloodseeker,mirana,invoker,obsidian_destroyer,medusa
axe,storm_spirit,bounty_hunter,invoker,legion_commander
axe,mirana,shadow_shaman,phantom_assassin,medusa
mirana,nevermore,phantom_assassin,disruptor,legion_commander
drow_ranger,tinker,rattletrap,centaur,abaddon
crystal_maiden,tiny,windrunner,brewmaster,shadow_demon
bane,lion,clinkz,invoker,shredder
antimage,windrunner,riki,dragon_knight,shredder
pudge,shadow_shaman,phantom_assassin,furion,lycan
lion,warlock,alchemist,legion_commander,ember_spirit
juggernaut,storm_spirit,lina,phantom_assassin,rubick
mirana,storm_spirit,huskar,chaos_knight,slark
crystal_maiden,earthshaker,mirana,leshrac,slark
axe,nevermore,sven,broodmother,ursa
windrunner,beastmaster,luna,leshrac,bristleback
pudge,windrunner,luna,dark_seer,spectre
crystal_maiden,drow_ranger,vengefulspirit,luna,shadow_demon
storm_spirit,sven,brewmaster,lone_druid,skywrath_mage
axe,razor,sniper,omniknight,ogre_magi
puck,phantom_assassin,rattletrap,bounty_hunter,lycan
nevermore,dragon_knight,omniknight,slark,troll_warlord
mirana,phantom_lancer,kunkka,death_prophet,lycan
mirana,jakiro,rubick,slark,legion_commander
crystal_maiden,lion,faceless_void,phantom_assassin,templar_assassin
bloodseeker,night_stalker,invoker,chaos_knight,shredder
mirana,kunkka,faceless_void,weaver,invoker
juggernaut,nevermore,life_stealer,weaver,elder_titan
nevermore,pudge,venomancer,spirit_breaker,legion_commander
lina,tidehunter,dragon_knight,invoker,legion_commander
slardar,tinker,skeleton_king,phantom_assassin,phoenix
mirana,nevermore,sven,lina,ancient_apparition
bloodseeker,juggernaut,pudge,clinkz,invoker
drow_ranger,slardar,faceless_void,invoker,slark
nevermore,sven,slardar,furion,slark
earthshaker,faceless_void,phantom_assassin,huskar,spirit_breaker
juggernaut,mirana,zuus,omniknight,slark
axe,sniper,skeleton_king,alchemist,legion_commander
axe,tinker,venomancer,phantom_assassin,bounty_hunter
axe,drow_ranger,mirana,obsidian_destroyer,legion_commander
earthshaker,juggernaut,sniper,troll_warlord,winter_wyvern
nevermore,tiny,phantom_assassin,omniknight,bristleback
juggernaut,luna,doom_bringer,shadow_demon,techies
venomancer,faceless_void,phantom_assassin,leshrac,tusk
antimage,earthshaker,razor,riki,treant
sand_king,lina,riki,huskar,spectre
axe,windrunner,slardar,necrolyte,slark
morphling,sand_king,slardar,venomancer,elder_titan
razor,windrunner,kunkka,riki,life_stealer
earthshaker,morphling,pudge,storm_spirit,shredder
juggernaut,mirana,kunkka,lich,faceless_void
antimage,slardar,skeleton_king,rubick,ember_spirit
weaver,ursa,brewmaster,rubick,winter_wyvern
bloodseeker,shadow_shaman,leshrac,invoker,legion_commander
mirana,nevermore,lion,pugna,templar_assassin
earthshaker,mirana,zuus,witch_doctor,slark
sniper,clinkz,huskar,ursa,disruptor
sand_king,lion,lich,faceless_void,spirit_breaker
pudge,storm_spirit,vengefulspirit,luna,batrider
nevermore,lina,phantom_assassin,shredder,winter_wyvern
tinker,rattletrap,obsidian_destroyer,legion_commander,phoenix
axe,juggernaut,mirana,kunkka,alchemist
batrider,ancient_apparition,invoker,rubick,techies
juggernaut,mirana,faceless_void,nyx_assassin,tusk
axe,bloodseeker,vengefulspirit,slark,shredder
axe,mirana,lina,pugna,medusa
morphling,tidehunter,death_prophet,medusa,magnataur
morphling,pudge,spectre,ogre_magi,oracle
mirana,pudge,tidehunter,sniper,nyx_assassin
antimage,crystal_maiden,pudge,life_stealer,huskar
juggernaut,vengefulspirit,venomancer,skeleton_king,phantom_assassin
tiny,faceless_void,gyrocopter,undying,disruptor
razor,luna,furion,invoker,magnataur
drow_ranger,skeleton_king,death_prophet,clinkz,weaver
riki,viper,undying,centaur,shredder
crystal_maiden,pudge,faceless_void,clinkz,ancient_apparition
windrunner,zuus,silencer,legion_commander,ember_spirit
axe,tinker,phantom_assassin,keeper_of_the_light,legion_commander
witch_doctor,sniper,bounty_hunter,spirit_breaker,terrorblade
sven,necrolyte,queenofpain,skeleton_king,phantom_assassin
crystal_maiden,mirana,zuus,queenofpain,skywrath_mage
axe,death_prophet,furion,omniknight,spirit_breaker
bloodseeker,riki,phantom_assassin,leshrac,chen
phantom_assassin,batrider,silencer,visage,bristleback
drow_ranger,sand_king,tiny,invoker,bristleback
antimage,drow_ranger,windrunner,huskar,invoker
phantom_assassin,spirit_breaker,invoker,chaos_knight,naga_siren
axe,morphling,sand_king,zuus,winter_wyvern
sand_king,zuus,necrolyte,skeleton_king,undying
sven,phantom_assassin,leshrac,invoker,meepo
crystal_maiden,sand_king,phantom_assassin,furion,huskar
phantom_lancer,windrunner,death_prophet,furion,life_stealer
antimage,witch_doctor,slark,magnataur,abaddon
mirana,puck,sniper,bounty_hunter,legion_commander
death_prophet,spectre,ancient_apparition,shredder,skywrath_mage
juggernaut,nevermore,pudge,sand_king,phantom_assassin
juggernaut,windrunner,sniper,chen,shredder
riki,queenofpain,invoker,legion_commander,terrorblade
mirana,pudge,phantom_assassin,life_stealer,dark_seer
drow_ranger,razor,huskar,invoker,rubick
pudge,witch_doctor,phantom_assassin,invoker,shredder
mirana,rattletrap,omniknight,silencer,slark
morphling,necrolyte,clinkz,shadow_demon,medusa
antimage,pudge,zuus,lion,riki
sniper,phantom_assassin,ursa,alchemist,arc_warden
mirana,puck,necrolyte,spectre,slark
bloodseeker,zuus,death_prophet,phantom_assassin,huskar
tiny,lion,sniper,phantom_assassin,techies
antimage,sniper,shadow_demon,shredder,winter_wyvern
omniknight,spectre,ursa,techies,terrorblade
huskar,gyrocopter,chaos_knight,slark,troll_warlord
morphling,windrunner,ancient_apparition,obsidian_destroyer,undying
mirana,lina,skeleton_king,chaos_knight,meepo
drow_ranger,tiny,windrunner,ursa,oracle
axe,crystal_maiden,mirana,invoker,legion_commander
axe,drow_ranger,pudge,storm_spirit,life_stealer
drow_ranger,shadow_shaman,necrolyte,skeleton_king,dazzle
vengefulspirit,lion,tinker,sniper,huskar
razor,shadow_shaman,skeleton_king,invoker,bristleback
juggernaut,mirana,windrunner,batrider,disruptor
storm_spirit,death_prophet,rattletrap,invoker,legion_commander
juggernaut,nevermore,pudge,lion,techies
bloodseeker,mirana,death_prophet,night_stalker,spectre
sand_king,sven,furion,batrider,magnataur
vengefulspirit,necrolyte,faceless_void,alchemist,shredder
bloodseeker,vengefulspirit,witch_doctor,medusa,legion_commander
mirana,storm_spirit,dragon_knight,spectre,rubick
juggernaut,queenofpain,huskar,shadow_demon,troll_warlord
antimage,axe,earthshaker,mirana,riki
antimage,windrunner,lich,shredder,legion_commander
drow_ranger,slardar,riki,huskar,bounty_hunter
drow_ranger,juggernaut,pudge,enigma,weaver
juggernaut,slardar,life_stealer,disruptor,shredder
drow_ranger,witch_doctor,tinker,huskar,shadow_demon
bloodseeker,drow_ranger,sand_king,windrunner,sniper
mirana,storm_spirit,witch_doctor,life_stealer,slark
sand_king,windrunner,riki,phantom_assassin,winter_wyvern
witch_doctor,sniper,faceless_void,skeleton_king,invoker
vengefulspirit,phantom_assassin,dragon_knight,spirit_breaker,abaddon
drow_ranger,kunkka,riki,dragon_knight,disruptor
mirana,pudge,windrunner,phantom_assassin,luna
juggernaut,phantom_lancer,tiny,windrunner,huskar
sand_king,skeleton_king,shredder,elder_titan,phoenix
juggernaut,slardar,sniper,chaos_knight,techies
bloodseeker,sniper,silencer,obsidian_destroyer,bristleback
mirana,lion,faceless_void,bounty_hunter,obsidian_destroyer
pudge,batrider,rubick,troll_warlord,legion_commander
axe,juggernaut,nevermore,shadow_shaman,chaos_knight
lion,slardar,enigma,phantom_assassin,weaver
antimage,mirana,faceless_void,ogre_magi,slark
sand_king,enigma,sniper,viper,troll_warlord
tinker,necrolyte,skeleton_king,spectre,invoker
drow_ranger,pudge,rattletrap,furion,arc_warden
antimage,earthshaker,windrunner,riki,elder_titan
nevermore,lion,necrolyte,slark,magnataur
axe,crystal_maiden,drow_ranger,storm_spirit,silencer
juggernaut,windrunner,zuus,luna,huskar
axe,earthshaker,sniper,skeleton_king,huskar
axe,lion,sniper,phantom_assassin,ember_spirit
drow_ranger,tiny,life_stealer,invoker,medusa
axe,kunkka,dazzle,weaver,chaos_knight
morphling,sand_king,bounty_hunter,ursa,invoker
pudge,storm_spirit,enigma,spirit_breaker,shredder
storm_spirit,slardar,life_stealer,ursa,rubick
drow_ranger,morphling,bounty_hunter,shadow_demon,ogre_magi
juggernaut,mirana,pudge,shadow_demon,nyx_assassin
axe,slardar,spectre,nyx_assassin,legion_commander
pudge,necrolyte,spectre,lycan,legion_commander
windrunner,riki,enigma,meepo,shredder
sniper,furion,invoker,legion_commander,phoenix
phantom_lancer,kunkka,lion,leshrac,elder_titan
