hero_1,hero_2,hero_3,hero_4,hero_5
drow_ranger,lich,faceless_void,shredder,techies
mirana,phantom_lancer,dazzle,night_stalker,shredder
antimage,mirana,pudge,windrunner,ogre_magi
juggernaut,mirana,kunkka,tinker,phoenix
drow_ranger,shadow_shaman,riki,templar_assassin,shredder
juggernaut,tidehunter,omniknight,alchemist,slark
slardar,riki,death_prophet,silencer,undying
storm_spirit,lion,enchantress,slark,bristleback
juggernaut,lion,death_prophet,bounty_hunter,weaver
sniper,warlock,dragon_knight,spectre,spirit_breaker
mirana,morphling,enigma,naga_siren,legion_commander
storm_spirit,lich,faceless_void,treant,legion_commander
axe,earthshaker,spectre,ember_spirit,oracle
axe,sniper,queenofpain,doom_bringer,slark
bloodseeker,zuus,sniper,viper,dragon_knight
mirana,tiny,dazzle,slark,medusa
axe,pudge,venomancer,disruptor,medusa
crystal_maiden,sven,phantom_assassin,nyx_assassin,skywrath_mage
earthshaker,necrolyte,keeper_of_the_light,slark,shredder
lina,dazzle,huskar,bounty_hunter,silencer
axe,mirana,necrolyte,ursa,invoker
antimage,sven,phantom_assassin,ursa,slark
bloodseeker,juggernaut,mirana,rattletrap,shredder
earthshaker,chaos_knight,troll_warlord,shredder,terrorblade
axe,nevermore,lion,faceless_void,omniknight
pudge,sand_king,vengefulspirit,invoker,abaddon
sven,zuus,lion,weaver,spirit_breaker
axe,earthshaker,sven,dragon_knight,ember_spirit
storm_spirit,night_stalker,ancient_apparition,chaos_knight,nyx_assassin
morphling,sven,tinker,rubick,medusa
pudge,sand_king,skeleton_king,spirit_breaker,ogre_magi
slardar,phantom_assassin,dragon_knight,furion,phoenix
witch_doctor,sniper,faceless_void,skeleton_king,tusk
antimage,bloodseeker,faceless_void,furion,bounty_hunter
drow_ranger,kunkka,omniknight,alchemist,legion_commander
tiny,kunkka,necrolyte,skeleton_king,medusa
nevermore,sand_king,tiny,riki,invoker
drow_ranger,juggernaut,mirana,tinker,arc_warden
drow_ranger,pudge,riki,night_stalker,skywrath_mage
crystal_maiden,juggernaut,phantom_lancer,tidehunter,ancient_apparition
bloodseeker,sand_king,zuus,doom_bringer,troll_warlord
bloodseeker,crystal_maiden,phantom_assassin,ursa,legion_commander
earthshaker,mirana,pudge,clinkz,slark
axe,mirana,phantom_lancer,pudge,troll_warlord
drow_ranger,slardar,faceless_void,invoker,elder_titan
mirana,sand_king,phantom_assassin,life_stealer,invoker
antimage,life_stealer,bounty_hunter,silencer,phoenix
antimage,storm_spirit,undying,disruptor,phoenix
riki,phantom_assassin,huskar,spectre,tusk
mirana,tinker,bounty_hunter,slark,legion_commander
drow_ranger,mirana,nevermore,pudge,faceless_void
axe,mirana,pudge,medusa,legion_commander
phantom_lancer,faceless_void,alchemist,disruptor,keeper_of_the_light
dragon_knight,chaos_knight,ogre_magi,disruptor,terrorblade
razor,sand_king,necrolyte,huskar,winter_wyvern
crystal_maiden,mirana,tidehunter,phantom_assassin,bounty_hunter
bloodseeker,juggernaut,mirana,pudge,slardar
antimage,riki,tinker,dragon_knight,invoker
vengefulspirit,beastmaster,luna,lycan,abaddon
crystal_maiden,bounty_hunter,invoker,naga_siren,troll_warlord
mirana,storm_spirit,spirit_breaker,shadow_demon,slark
pudge,razor,shadow_shaman,life_stealer,medusa
pudge,zuus,faceless_void,rattletrap,alchemist
juggernaut,tidehunter,witch_doctor,templar_assassin,centaur
riki,ursa,troll_warlord,bristleback,arc_warden
earthshaker,juggernaut,lion,tidehunter,invoker
antimage,mirana,pudge,zuus,omniknight
axe,tiny,windrunner,lina,slark
axe,sven,omniknight,invoker,shredder
axe,crystal_maiden,clinkz,omniknight,terrorblade
windrunner,tidehunter,necrolyte,phantom_assassin,nyx_assassin
antimage,mirana,lion,templar_assassin,lone_druid
storm_spirit,lion,ancient_apparition,invoker,troll_warlord
pudge,phantom_assassin,omniknight,medusa,bristleback
juggernaut,pudge,weaver,undying,keeper_of_the_light
drow_ranger,mirana,chaos_knight,elder_titan,legion_commander
sven,tidehunter,dazzle,spectre,silencer
axe,riki,doom_bringer,invoker,slark
axe,storm_spirit,viper,alchemist,rubick
mirana,kunkka,bounty_hunter,ursa,alchemist
earthshaker,kunkka,slardar,queenofpain,luna
mirana,storm_spirit,troll_warlord,shredder,legion_commander
pudge,sven,vengefulspirit,slark,magnataur
antimage,juggernaut,puck,windrunner,disruptor
enigma,tinker,dazzle,spectre,medusa
tiny,slardar,skeleton_king,huskar,centaur
crystal_maiden,juggernaut,necrolyte,phantom_assassin,ember_spirit
riki,luna,invoker,ogre_magi,medusa
razor,storm_spirit,skeleton_king,dazzle,huskar
axe,juggernaut,storm_spirit,phantom_assassin,phoenix
bloodseeker,juggernaut,puck,spectre,terrorblade
mirana,tiny,lina,riki,ursa
drow_ranger,pudge,kunkka,lina,phantom_assassin
mirana,storm_spirit,doom_bringer,terrorblade,winter_wyvern
axe,mirana,zuus,nyx_assassin,magnataur
axe,puck,skeleton_king,rubick,ember_spirit
riki,dazzle,life_stealer,spirit_breaker,meepo
axe,storm_spirit,dragon_knight,silencer,shredder
mirana,phantom_lancer,phantom_assassin,invoker,skywrath_mage
bloodseeker,drow_ranger,nevermore,rattletrap,jakiro
bloodseeker,sven,riki,phantom_assassin,furion
nevermore,pudge,bounty_hunter,spectre,ember_spirit
morphling,vengefulspirit,kunkka,queenofpain,faceless_void
witch_doctor,lich,spectre,silencer,legion_commander
riki,tinker,luna,rattletrap,silencer
faceless_void,death_prophet,huskar,ancient_apparition,magnataur
axe,morphling,skeleton_king,naga_siren,keeper_of_the_light
mirana,morphling,pudge,riki,bristleback
tiny,faceless_void,phantom_assassin,dazzle,silencer
antimage,mirana,zuus,huskar,alchemist
axe,mirana,alchemist,shadow_demon,centaur
pudge,windrunner,viper,life_stealer,lycan
bloodseeker,drow_ranger,zuus,dragon_knight,shredder
life_stealer,batrider,nyx_assassin,shredder,ember_spirit
nevermore,zuus,ogre_magi,visage,slark
phantom_assassin,templar_assassin,omniknight,gyrocopter,ember_spirit
vengefulspirit,batrider,invoker,naga_siren,legion_commander
drow_ranger,pudge,tinker,sniper,phantom_assassin
pudge,lion,ursa,alchemist,shredder
axe,mirana,storm_spirit,shadow_demon,slark
drow_ranger,shadow_shaman,huskar,slark,legion_commander
juggernaut,mirana,storm_spirit,kunkka,enigma
pudge,sniper,necrolyte,phantom_assassin,undying
juggernaut,mirana,invoker,shadow_demon,legion_commander
juggernaut,slardar,witch_doctor,dark_seer,ogre_magi
sand_king,luna,weaver,disruptor,centaur
slardar,pugna,ogre_magi,rubick,slark
drow_ranger,mirana,tiny,tinker,spirit_breaker
sand_king,storm_spirit,necrolyte,silencer,undying
puck,kunkka,tinker,faceless_void,phantom_assassin
tiny,necrolyte,ursa,bristleback,abaddon
nevermore,sven,zuus,lina,alchemist
crystal_maiden,mirana,slardar,bristleback,phoenix
pudge,clinkz,disruptor,medusa,shredder
earthshaker,sniper,phantom_assassin,omniknight,shredder
axe,storm_spirit,enigma,phantom_assassin,ember_spirit
nevermore,disruptor,slark,shredder,legion_commander
kunkka,lina,phantom_assassin,omniknight,legion_commander
pudge,queenofpain,dragon_knight,shredder,legion_commander
mirana,vengefulspirit,windrunner,faceless_void,legion_commander
axe,pudge,windrunner,sniper,omniknight
antimage,sven,riki,venomancer,disruptor
sniper,bounty_hunter,spectre,nyx_assassin,winter_wyvern
earthshaker,venomancer,ursa,disruptor,bristleback
earthshaker,zuus,riki,queenofpain,legion_commander
juggernaut,pudge,windrunner,nyx_assassin,shredder
antimage,puck,kunkka,riki,sniper
drow_ranger,morphling,life_stealer,rubick,elder_titan
earthshaker,shadow_shaman,riki,viper,chaos_knight
zuus,lion,life_stealer,spectre,slark
axe,phantom_assassin,dazzle,huskar,medusa
drow_ranger,phantom_assassin,life_stealer,alchemist,shadow_demon
sven,pugna,bounty_hunter,alchemist,legion_commander
crystal_maiden,furion,huskar,nyx_assassin,ember_spirit
axe,sand_king,spectre,invoker,ogre_magi
antimage,pudge,tinker,phantom_assassin,wisp
pudge,riki,dark_seer,ogre_magi,slark
rattletrap,silencer,nyx_assassin,slark,legion_commander
morphling,tidehunter,witch_doctor,jakiro,lycan
drow_ranger,juggernaut,vengefulspirit,tinker,medusa
antimage,riki,spirit_breaker,gyrocopter,bristleback
faceless_void,phantom_assassin,jakiro,batrider,brewmaster
mirana,storm_spirit,riki,luna,shredder
sven,shadow_shaman,tidehunter,ancient_apparition,magnataur
nevermore,sven,riki,rubick,phoenix
sven,lich,enigma,leshrac,magnataur
tidehunter,skeleton_king,phantom_assassin,ancient_apparition,phoenix
antimage,earthshaker,faceless_void,undying,abaddon
drow_ranger,kunkka,luna,ursa,ember_spirit
crystal_maiden,drow_ranger,mirana,huskar,tusk
drow_ranger,pudge,kunkka,skeleton_king,luna
juggernaut,storm_spirit,night_stalker,batrider,chaos_knight
phantom_lancer,storm_spirit,lich,faceless_void,furion
sand_king,luna,nyx_assassin,shredder,abaddon
windrunner,faceless_void,rattletrap,chen,shadow_demon
enigma,beastmaster,viper,clinkz,silencer
riki,faceless_void,luna,shadow_demon,phoenix
sven,kunkka,huskar,night_stalker,centaur
drow_ranger,morphling,skywrath_mage,legion_commander,oracle
riki,necrolyte,queenofpain,furion,silencer
bloodseeker,obsidian_destroyer,treant,ogre_magi,legion_commander
bloodseeker,earthshaker,leshrac,shadow_demon,medusa
riki,sniper,phantom_assassin,nyx_assassin,troll_warlord
juggernaut,mirana,phantom_assassin,rattletrap,oracle
lion,beastmaster,phantom_assassin,bounty_hunter,meepo
axe,earthshaker,phantom_lancer,life_stealer,bristleback
lina,warlock,skeleton_king,pugna,gyrocopter
juggernaut,lina,slardar,skeleton_king,silencer
pudge,vengefulspirit,queenofpain,skeleton_king,life_stealer
tiny,windrunner,riki,rubick,oracle
juggernaut,faceless_void,skeleton_king,ogre_magi,slark
antimage,tinker,dazzle,undying,nyx_assassin
mirana,tiny,phantom_assassin,furion,abaddon
pudge,zuus,faceless_void,skeleton_king,medusa
shadow_shaman,lich,faceless_void,night_stalker,slark
axe,drow_ranger,pudge,warlock,phantom_assassin
juggernaut,sniper,faceless_void,phantom_assassin,terrorblade
axe,vengefulspirit,luna,troll_warlord,legion_commander
crystal_maiden,drow_ranger,pudge,templar_assassin,ursa
nevermore,pudge,pugna,slark,legion_commander
necrolyte,broodmother,disruptor,slark,centaur
windrunner,tidehunter,huskar,bounty_hunter,alchemist
drow_ranger,pudge,storm_spirit,luna,elder_titan
witch_doctor,clinkz,omniknight,lycan,arc_warden
pudge,sven,witch_doctor,invoker,slark
bane,pudge,razor,vengefulspirit,medusa
zuus,life_stealer,bounty_hunter,ancient_apparition,legion_commander
axe,crystal_maiden,mirana,necrolyte,skeleton_king
mirana,lion,spectre,invoker,legion_commander
pudge,slardar,riki,life_stealer,abaddon
morphling,pudge,lion,tinker,faceless_void
crystal_maiden,mirana,windrunner,doom_bringer,bristleback
axe,riki,queenofpain,shredder,legion_commander
sand_king,faceless_void,dragon_knight,alchemist,ogre_magi
crystal_maiden,phantom_lancer,pudge,phantom_assassin,ancient_apparition
bloodseeker,tinker,skeleton_king,spirit_breaker,shredder
mirana,sand_king,tiny,tinker,centaur
pudge,weaver,spectre,meepo,legion_commander
drow_ranger,juggernaut,riki,sniper,invoker
kunkka,phantom_assassin,ogre_magi,shredder,elder_titan
mirana,morphling,pudge,storm_spirit,shredder
pudge,sven,tiny,necrolyte,dragon_knight
juggernaut,pudge,tinker,necrolyte,legion_commander
lion,necrolyte,dark_seer,gyrocopter,bristleback
mirana,slardar,tidehunter,ursa,troll_warlord
drow_ranger,nevermore,vengefulspirit,necrolyte,legion_commander
drow_ranger,juggernaut,razor,nyx_assassin,terrorblade
drow_ranger,pudge,shadow_shaman,omniknight,huskar
drow_ranger,mirana,huskar,jakiro,ursa
lina,warlock,luna,weaver,alchemist
earthshaker,nevermore,kunkka,huskar,disruptor
riki,huskar,visage,troll_warlord,legion_commander
drow_ranger,sand_king,death_prophet,medusa,legion_commander
axe,mirana,sven,keeper_of_the_light,legion_commander
earthshaker,pudge,skeleton_king,phantom_assassin,invoker
mirana,pudge,alchemist,invoker,legion_commander
juggernaut,pudge,sand_king,tiny,spirit_breaker
juggernaut,mirana,sven,kunkka,phantom_assassin
tiny,invoker,keeper_of_the_light,centaur,legion_commander
pudge,lina,abaddon,legion_commander,terrorblade
drow_ranger,mirana,morphling,bristleback,oracle
antimage,nevermore,omniknight,nyx_assassin,ember_spirit
axe,puck,sniper,faceless_void,omniknight
morphling,phantom_lancer,shadow_shaman,dark_seer,abaddon
bloodseeker,crystal_maiden,kunkka,necrolyte,spirit_breaker
bloodseeker,luna,alchemist,shadow_demon,elder_titan
dark_seer,bounty_hunter,alchemist,silencer,chaos_knight
vengefulspirit,lion,night_stalker,ursa,alchemist
drow_ranger,sniper,faceless_void,luna,dazzle
axe,mirana,phantom_assassin,doom_bringer,ogre_magi
vengefulspirit,phantom_assassin,bounty_hunter,weaver,spectre
drow_ranger,pudge,sniper,enchantress,ember_spirit
antimage,earthshaker,mirana,pudge,riki
mirana,sven,phantom_assassin,rattletrap,furion
vengefulspirit,phantom_assassin,batrider,legion_commander,winter_wyvern
mirana,skeleton_king,doom_bringer,ogre_magi,shredder
earthshaker,mirana,enigma,huskar,shredder
antimage,nevermore,shadow_shaman,phantom_assassin,viper
earthshaker,tidehunter,weaver,ogre_magi,ember_spirit
witch_doctor,enigma,venomancer,skeleton_king,medusa
sven,broodmother,bounty_hunter,silencer,magnataur
pudge,witch_doctor,riki,templar_assassin,keeper_of_the_light
juggernaut,pudge,lion,leshrac,abaddon
tiny,windrunner,tinker,viper,magnataur
morphling,lina,slardar,sniper,silencer
juggernaut,morphling,spectre,tusk,skywrath_mage
drow_ranger,mirana,sven,slardar,omniknight
drow_ranger,tiny,bounty_hunter,weaver,invoker
bloodseeker,drow_ranger,mirana,phantom_assassin,clinkz
puck,pudge,kunkka,phantom_assassin,meepo
earthshaker,mirana,tiny,omniknight,slark
drow_ranger,sven,lich,queenofpain,phoenix
drow_ranger,pudge,bounty_hunter,spectre,nyx_assassin
nevermore,sniper,spirit_breaker,ogre_magi,abaddon
drow_ranger,juggernaut,huskar,chen,alchemist
drow_ranger,sand_king,death_prophet,spectre,shredder
mirana,vengefulspirit,riki,skeleton_king,invoker
bloodseeker,mirana,windrunner,riki,necrolyte
juggernaut,tiny,chen,doom_bringer,terrorblade
crystal_maiden,mirana,sven,tinker,shredder
mirana,pudge,riki,phantom_assassin,invoker
juggernaut,nevermore,windrunner,slardar,riki
bane,morphling,witch_doctor,spirit_breaker,slark
vengefulspirit,riki,clinkz,huskar,centaur
bloodseeker,pudge,omniknight,gyrocopter,shredder
juggernaut,kunkka,enchantress,shredder,legion_commander
mirana,tidehunter,phantom_assassin,omniknight,gyrocopter
bloodseeker,juggernaut,storm_spirit,bounty_hunter,ursa
queenofpain,invoker,slark,legion_commander,ember_spirit
storm_spirit,lion,riki,sniper,invoker
antimage,sniper,invoker,legion_commander,techies
axe,phantom_lancer,puck,invoker,medusa
drow_ranger,mirana,lina,skeleton_king,spectre
riki,sniper,slark,troll_warlord,ember_spirit
mirana,phantom_assassin,night_stalker,spectre,keeper_of_the_light
axe,enigma,venomancer,life_stealer,shredder
drow_ranger,phantom_assassin,meepo,slark,techies
mirana,morphling,lich,necrolyte,omniknight
mirana,pudge,windrunner,phantom_assassin,legion_commander
mirana,lion,tinker,weaver,spirit_breaker
drow_ranger,morphling,skeleton_king,life_stealer,treant
storm_spirit,riki,venomancer,ursa,legion_commander
sven,zuus,omniknight,magnataur,legion_commander
earthshaker,puck,queenofpain,omniknight,medusa
templar_assassin,life_stealer,bounty_hunter,silencer,legion_commander
mirana,razor,shadow_shaman,naga_siren,tusk
mirana,sven,riki,queenofpain,bounty_hunter
mirana,sand_king,spectre,spirit_breaker,alchemist
axe,bane,pudge,sand_king,luna
axe,phantom_lancer,slardar,enigma,sniper
tinker,dazzle,huskar,nyx_assassin,legion_commander
antimage,nevermore,furion,life_stealer,omniknight
crystal_maiden,pudge,vengefulspirit,phantom_assassin,rattletrap
morphling,pudge,slardar,dragon_knight,weaver
juggernaut,pudge,tidehunter,phantom_assassin,ursa
juggernaut,slardar,lich,luna,shredder
mirana,zuus,riki,enigma,pugna
drow_ranger,mirana,omniknight,spectre,elder_titan
windrunner,shadow_shaman,templar_assassin,invoker,legion_commander
mirana,nevermore,phantom_assassin,dazzle,slark
sand_king,enigma,tinker,keeper_of_the_light,slark
bane,morphling,ursa,ogre_magi,rubick
tiny,windrunner,lion,life_stealer,weaver
drow_ranger,juggernaut,mirana,tinker,ancient_apparition
crystal_maiden,pudge,tidehunter,enigma,slark
phantom_lancer,kunkka,tidehunter,phantom_assassin,meepo
pudge,storm_spirit,faceless_void,enchantress,lycan
mirana,enigma,queenofpain,skeleton_king,phantom_assassin
pudge,sven,windrunner,warlock,silencer
zuus,broodmother,bounty_hunter,spectre,phoenix
juggernaut,nevermore,pudge,tiny,witch_doctor
bloodseeker,omniknight,night_stalker,shredder,oracle
juggernaut,nevermore,queenofpain,ancient_apparition,ogre_magi
lina,riki,necrolyte,dragon_knight,shadow_demon
nevermore,phantom_assassin,invoker,magnataur,shredder
tidehunter,enigma,bounty_hunter,spectre,invoker
sand_king,phantom_assassin,ancient_apparition,invoker,shredder
bloodseeker,juggernaut,necrolyte,ursa,invoker
pudge,omniknight,alchemist,invoker,abaddon
mirana,puck,phantom_assassin,brewmaster,ogre_magi
axe,mirana,necrolyte,gyrocopter,centaur
axe,lina,clinkz,spectre,doom_bringer
juggernaut,mirana,sven,vengefulspirit,medusa
juggernaut,pudge,slardar,riki,undying
drow_ranger,razor,tiny,vengefulspirit,ember_spirit
earthshaker,juggernaut,pudge,shadow_shaman,sniper
enigma,tinker,faceless_void,clinkz,rubick
sven,sniper,bounty_hunter,gyrocopter,alchemist
nevermore,riki,phantom_assassin,spectre,silencer
earthshaker,pudge,vengefulspirit,windrunner,skeleton_king
enigma,sniper,phantom_assassin,nyx_assassin,slark
juggernaut,lion,witch_doctor,viper,ogre_magi
crystal_maiden,rattletrap,batrider,ursa,alchemist
juggernaut,razor,sniper,legion_commander,techies
antimage,kunkka,tinker,bounty_hunter,nyx_assassin
kunkka,faceless_void,omniknight,invoker,slark
bane,crystal_maiden,pudge,phantom_assassin,slark
axe,nevermore,zuus,bounty_hunter,troll_warlord
mirana,storm_spirit,phantom_assassin,ogre_magi,slark
mirana,morphling,faceless_void,life_stealer,shadow_demon
mirana,shadow_shaman,slardar,tinker,huskar
pudge,sven,lina,riki,phantom_assassin
pudge,riki,slark,skywrath_mage,elder_titan
mirana,sven,windrunner,broodmother,magnataur
drow_ranger,morphling,lion,huskar,bounty_hunter
sven,faceless_void,phantom_assassin,weaver,silencer
crystal_maiden,death_prophet,rattletrap,dark_seer,visage
axe,pudge,sven,tiny,alchemist
earthshaker,nevermore,beastmaster,furion,gyrocopter
necrolyte,clinkz,jakiro,ursa,chaos_knight
sand_king,omniknight,invoker,troll_warlord,shredder
slardar,riki,sniper,meepo,oracle
pudge,sniper,faceless_void,slark,tusk
crystal_maiden,phantom_lancer,faceless_void,invoker,ogre_magi
razor,venomancer,faceless_void,viper,dark_seer
mirana,morphling,zuus,spirit_breaker,earth_spirit
bloodseeker,lina,venomancer,obsidian_destroyer,slark
antimage,faceless_void,phantom_assassin,keeper_of_the_light,ember_spirit
axe,mirana,pudge,enigma,huskar
mirana,sniper,phantom_assassin,slark,bristleback
enchantress,bounty_hunter,naga_siren,slark,bristleback
morphling,tinker,life_stealer,disruptor,shredder
juggernaut,mirana,riki,rattletrap,spectre
juggernaut,leshrac,omniknight,invoker,arc_warden
phantom_lancer,pudge,zuus,riki,alchemist
earthshaker,zuus,phantom_assassin,magnataur,ember_spirit
bloodseeker,storm_spirit,phantom_assassin,gyrocopter,silencer
crystal_maiden,dragon_knight,rattletrap,furion,ursa
antimage,drow_ranger,earthshaker,sand_king,storm_spirit
mirana,witch_doctor,phantom_assassin,medusa,legion_commander
storm_spirit,zuus,faceless_void,spirit_breaker,arc_warden
juggernaut,morphling,faceless_void,rubick,winter_wyvern
zuus,dark_seer,night_stalker,slark,shredder
queenofpain,dark_seer,jakiro,slark,abaddon
earthshaker,pudge,tiny,omniknight,slark
ancient_apparition,slark,medusa,shredder,legion_commander
bloodseeker,sven,lion,viper,weaver
bloodseeker,treant,elder_titan,legion_commander,oracle
drow_ranger,mirana,nevermore,pugna,invoker
morphling,faceless_void,dragon_knight,bounty_hunter,shadow_demon
bloodseeker,dragon_knight,leshrac,weaver,undying
sniper,furion,omniknight,bristleback,ember_spirit
mirana,windrunner,riki,necrolyte,nyx_assassin
antimage,juggernaut,puck,tiny,disruptor
pudge,tinker,sniper,faceless_void,clinkz
antimage,mirana,sven,dazzle,enchantress
axe,riki,queenofpain,doom_bringer,invoker
drow_ranger,sven,sniper,ursa,disruptor
puck,templar_assassin,keeper_of_the_light,slark,techies
axe,drow_ranger,sniper,huskar,lycan
bane,mirana,life_stealer,spectre,centaur
queenofpain,venomancer,jakiro,silencer,elder_titan
antimage,drow_ranger,pudge,luna,silencer
bloodseeker,pudge,riki,ogre_magi,centaur
drow_ranger,sven,phantom_assassin,chaos_knight,naga_siren
drow_ranger,earthshaker,juggernaut,warlock,bristleback
drow_ranger,pudge,vengefulspirit,lich,naga_siren
juggernaut,pudge,shadow_shaman,alchemist,techies
drow_ranger,pudge,viper,clinkz,disruptor
earthshaker,razor,phantom_assassin,luna,terrorblade
tinker,sniper,necrolyte,skeleton_king,ursa
nevermore,windrunner,slardar,riki,spirit_breaker
antimage,pudge,tinker,queenofpain,night_stalker
earthshaker,phantom_lancer,lion,shadow_shaman,dragon_knight
mirana,pudge,lion,shredder,legion_commander
juggernaut,silencer,nyx_assassin,keeper_of_the_light,slark
sand_king,lion,faceless_void,phantom_assassin,ember_spirit
juggernaut,puck,sand_king,slardar,legion_commander
axe,pudge,witch_doctor,sniper,phantom_assassin
juggernaut,tinker,invoker,shredder,legion_commander
bloodseeker,windrunner,skeleton_king,huskar,slark
juggernaut,faceless_void,skeleton_king,huskar,tusk
witch_doctor,tinker,phantom_assassin,meepo,earth_spirit
axe,drow_ranger,mirana,leshrac,invoker
morphling,kunkka,warlock,rattletrap,huskar
earthshaker,mirana,tiny,skeleton_king,troll_warlord
bane,kunkka,necrolyte,dragon_knight,leshrac
axe,juggernaut,mirana,pudge,phantom_assassin
axe,riki,broodmother,gyrocopter,centaur
kunkka,shadow_shaman,omniknight,spirit_breaker,troll_warlord
axe,drow_ranger,nevermore,warlock,phantom_assassin
enigma,sniper,faceless_void,skeleton_king,invoker
axe,juggernaut,batrider,alchemist,slark
crystal_maiden,drow_ranger,shadow_shaman,riki,slark
drow_ranger,mirana,pudge,necrolyte,undying
sand_king,vengefulspirit,slardar,templar_assassin,slark
mirana,nevermore,slardar,chaos_knight,legion_commander
juggernaut,sand_king,phantom_assassin,spirit_breaker,silencer
earthshaker,pudge,life_stealer,invoker,winter_wyvern
earthshaker,faceless_void,luna,huskar,lycan
mirana,sven,slardar,gyrocopter,shadow_demon
tiny,riki,sniper,slark,techies
crystal_maiden,tidehunter,sniper,faceless_void,phoenix
earthshaker,sniper,life_stealer,spirit_breaker,chaos_knight
antimage,windrunner,weaver,legion_commander,earth_spirit
drow_ranger,tidehunter,bounty_hunter,slark,medusa
axe,tiny,lion,skeleton_king,rubick
bloodseeker,nevermore,skeleton_king,phantom_assassin,chaos_knight
drow_ranger,death_prophet,leshrac,jakiro,terrorblade
earthshaker,skeleton_king,templar_assassin,rattletrap,shredder
mirana,zuus,viper,bounty_hunter,legion_commander
mirana,phantom_assassin,bounty_hunter,alchemist,legion_commander
juggernaut,mirana,storm_spirit,lion,invoker
mirana,morphling,tidehunter,invoker,tusk
earthshaker,witch_doctor,warlock,luna,shredder
storm_spirit,tidehunter,faceless_void,rattletrap,legion_commander
lion,furion,spectre,invoker,elder_titan
drow_ranger,beastmaster,ogre_magi,medusa,elder_titan
bloodseeker,crystal_maiden,spectre,medusa,legion_commander
storm_spirit,witch_doctor,life_stealer,batrider,ursa
windrunner,furion,life_stealer,ursa,slark
earthshaker,pudge,lina,chen,spectre
mirana,faceless_void,death_prophet,night_stalker,bounty_hunter
axe,faceless_void,luna,obsidian_destroyer,shadow_demon
drow_ranger,mirana,vengefulspirit,luna,techies
venomancer,enchantress,batrider,legion_commander,arc_warden
antimage,life_stealer,huskar,bounty_hunter,spirit_breaker
vengefulspirit,riki,queenofpain,ancient_apparition,shredder
pudge,skeleton_king,lone_druid,nyx_assassin,slark
sven,slardar,huskar,elder_titan,legion_commander
crystal_maiden,lina,phantom_assassin,alchemist,obsidian_destroyer
bloodseeker,drow_ranger,shadow_shaman,slardar,phantom_assassin
mirana,storm_spirit,skeleton_king,phantom_assassin,silencer
pudge,invoker,nyx_assassin,medusa,legion_commander
morphling,dazzle,chaos_knight,slark,shredder
bloodseeker,invoker,ogre_magi,shredder,legion_commander
nevermore,tidehunter,enigma,invoker,meepo
pudge,skeleton_king,phantom_assassin,dark_seer,legion_commander
puck,windrunner,skeleton_king,enchantress,weaver
bloodseeker,razor,silencer,slark,phoenix
windrunner,lina,faceless_void,lycan,bristleback
antimage,lion,riki,tinker,ogre_magi
mirana,bounty_hunter,ursa,slark,magnataur
bane,drow_ranger,sniper,faceless_void,ursa
antimage,mirana,storm_spirit,ancient_apparition,shredder
morphling,kunkka,necrolyte,dark_seer,legion_commander
nevermore,huskar,alchemist,shadow_demon,rubick
antimage,morphling,sven,ogre_magi,shredder
pudge,storm_spirit,zuus,troll_warlord,shredder
earthshaker,witch_doctor,queenofpain,dazzle,slark
storm_spirit,spirit_breaker,meepo,legion_commander,techies
pudge,riki,phantom_assassin,ursa,shredder
sven,lion,shadow_shaman,clinkz,bristleback
shadow_shaman,phantom_assassin,rattletrap,invoker,treant
earthshaker,mirana,kunkka,skeleton_king,legion_commander
sven,slardar,invoker,meepo,ember_spirit
bloodseeker,sniper,phantom_assassin,invoker,abaddon
antimage,sven,enigma,viper,shredder
crystal_maiden,phantom_assassin,rattletrap,leshrac,ursa
morphling,faceless_void,obsidian_destroyer,lone_druid,keeper_of_the_light
tidehunter,bounty_hunter,ancient_apparition,invoker,slark
lina,riki,faceless_void,leshrac,alchemist
antimage,sniper,viper,spirit_breaker,chaos_knight
axe,mirana,skeleton_king,obsidian_destroyer,troll_warlord
pudge,storm_spirit,lich,riki,bristleback
antimage,shadow_shaman,venomancer,phantom_assassin,shredder
crystal_maiden,mirana,phantom_lancer,sand_king,tusk
drow_ranger,mirana,vengefulspirit,nyx_assassin,winter_wyvern
morphling,slardar,viper,ogre_magi,slark
earthshaker,faceless_void,furion,silencer,medusa
juggernaut,pudge,viper,night_stalker,disruptor
crystal_maiden,storm_spirit,warlock,luna,spectre
mirana,sven,slardar,enigma,bounty_hunter
earthshaker,mirana,life_stealer,silencer,legion_commander
juggernaut,puck,pudge,sniper,doom_bringer
drow_ranger,earthshaker,riki,invoker,legion_commander
pudge,sven,disruptor,slark,legion_commander
drow_ranger,phantom_lancer,lion,riki,troll_warlord
axe,mirana,tidehunter,ogre_magi,medusa
lion,life_stealer,spectre,spirit_breaker,invoker
drow_ranger,lion,skeleton_king,bounty_hunter,chaos_knight
morphling,pudge,dazzle,bounty_hunter,ember_spirit
puck,pudge,shredder,tusk,ember_spirit
necrolyte,luna,obsidian_destroyer,rubick,ember_spirit
drow_ranger,earthshaker,phantom_assassin,huskar,troll_warlord
vengefulspirit,sniper,doom_bringer,disruptor,shredder
crystal_maiden,morphling,sven,enigma,slark
phantom_assassin,pugna,chen,ancient_apparition,terrorblade
juggernaut,zuus,faceless_void,keeper_of_the_light,phoenix
